mirna,71f38728-5265-4317-a9da-95129726fe2b,74c57e6a-badb-4c90-817f-f265e9f0eae7,cba39ceb-4b7e-49cb-8b01-c44b7e70ad25,0b85120a-29ec-4948-9eb3-dbea5709cb31,2bff15a5-c2ca-4529-ba3a-3042c0de59f3,b789f2c1-a793-41c3-80b1-781e3fe6dbca,b2c1efd2-e611-4dc8-bde7-cb6c2286fdaf,e48a4127-695e-47d7-8949-db5e12abe3ff,b46f17b8-62c8-4882-9978-d9c4d1b02d3a,a1ed6dca-3f6a-4824-887b-70cadb2f720c,bc30ca6a-982b-4ba1-85a2-2e4adeba535a,eb05707c-be5a-4faf-ac42-7e5ca6af53e2,65126cbb-60a9-41d4-9fa5-6acd91bf53e1,c329df5e-f892-4e34-a575-947b80e0f6fa,ef99ae23-c33f-49f4-9757-7bb6d944b622,054d6883-9f0f-451e-a26d-cf0ff741afa4,4821e883-36ff-4203-ab40-e1343b3c7017,5a60bc87-bd7f-4e42-bdd5-cdb6af087758,1af6794a-2d3e-4a93-81e5-accc366c6922,191540a1-8853-4b2f-b7ff-2848bbee4c2b,5a41d026-6876-4db0-b8bf-a15fc771d1be,5c50f5de-8495-43d9-a6af-1a0cdec79f9e,99359a4e-5bd3-4a80-99a4-f00be159e0ea,1022aa8a-ff64-4756-b20f-43a12a53efc1,af68c263-395e-49d7-9595-024857785b06,e3476c1f-d114-40df-8968-a8f51a0b6484,ee84d78c-72dd-4b1d-ac4b-402c9b19d3c2,966f9637-a03c-41a8-9958-ea22ca86fed8,9e44b206-f1ff-4285-9dea-c848c7f47e9c,92c40bfa-1683-461e-bac4-6f573534d2e6,f16f009f-c863-43a8-94bf-f24ed4fde296,4328f48c-5c7d-4ec4-98fc-f4a28674c49f,d6c77415-a3c1-4627-a0ab-dacdac3db507,fa288f78-75ff-4f7a-aa86-3e99857e47e8,c5415243-f09a-4d9e-80d6-c1df7e6c9e3d,a5400877-bf80-4332-a111-8ef646135782,cd925bc2-7870-4fbd-829e-8797bd839539,98c6443e-64f7-438c-bbe1-bea65458e98b,31894502-e558-4758-9bf6-1181ccb38412,8b2999ed-78b2-4ced-adf4-b7ffbfee4b7f,41dbd6ab-871d-4ee4-be13-392b4995f6ce,937c07c2-b2a5-4b3f-a5e1-09edc7fa9bf5,2a3fd28d-255b-4079-8348-029bd0755803,3e0ad2f4-16c0-4c3f-a5c5-414e4f495b48,b7b6e492-59b0-45f5-aaff-051c2cab5ee8,3c41e7b2-52f5-4f92-9ab9-b92846e972ba,2e354ad2-e897-44e9-8c6f-341fc5d878ec,db7aa78b-4bb9-4d89-9219-bc93eaa277a2,3ef75f19-8b1a-4d77-a84a-f89e9869c0bb,94daa651-5d59-4a69-bfd0-b95e146cee04,2e1de344-442c-4c2b-929a-74021d92c95b,7e4b904e-cacd-4c36-a5ad-0923bec03578,428c71b7-7fa6-4b34-b85c-bc67329db834,7843d077-04e2-41d2-bd64-73edd83e9c1f,6f335026-6df0-43f8-8076-fb6534e4420f,fb898446-9ba2-47d5-b86f-41a424c6fc38,f9b88865-6e80-46ed-98aa-6d81ba5d4a02
hsa-mir-138-2,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,3,1,2,2,0,0,0,0,1,1,0,1,4,0,0,4,0,0,1,0,0,0,0,1,1,0,0,3,0,0,1,0,1
hsa-mir-139,41,76,114,47,45,116,200,25,51,63,24,30,62,51,29,34,82,992,24,43,36,269,55,38,65,120,41,51,158,63,17,23,9,27,88,35,336,67,47,156,6,23,65,60,45,51,223,26,51,20,105,44,19,24,58,180,84
hsa-mir-140,1370,1451,659,595,605,1712,3765,637,553,383,596,548,693,419,464,504,752,951,556,422,560,2586,616,793,1637,483,301,1115,1692,1364,673,791,490,469,741,1045,1979,1289,1274,2892,88,540,941,851,486,511,1652,321,598,697,787,1418,245,381,579,1839,917
hsa-mir-141,5112,3665,3816,2530,5447,3677,26727,1309,2909,2499,8445,2451,3571,2808,2149,4464,3571,7854,4670,2321,2756,3642,955,8459,1709,1393,17676,1526,7009,4402,640,1717,1324,1648,2176,3808,2304,5851,4644,2381,1036,5040,2869,3137,3863,4435,5852,1820,4273,3525,2403,9974,1255,2157,5785,6864,1897
hsa-mir-142,3137,9263,5357,9194,6441,13746,5179,654,10979,3290,8851,10428,4872,6013,5725,2569,5386,15876,4835,6834,7607,21163,1717,10839,12982,1372,1369,10692,14211,7168,14712,9584,4151,5548,3897,4566,35299,16897,7202,68022,827,5088,6940,7337,3455,12793,15368,5076,8283,11431,5156,4119,894,1437,9084,29027,11710
hsa-mir-143,73122,110648,94084,26163,79781,147694,242517,65489,15452,81253,87488,96065,38327,17776,76088,31377,59144,2193,2522,3730,9598,109983,39284,176571,153012,45172,2628,135057,145380,144623,13766,89820,87831,46136,39251,123537,60507,211692,203183,183065,22082,3280,125992,145451,47970,30775,71073,84380,87154,16461,24606,348897,35844,35376,78910,84551,79557
hsa-mir-144,42,83,56,31,126,42,95,45,62,17,41,18,23,18,18,39,60,11,22,106,53,93,9,49,30,29,17,39,96,102,16,24,21,72,29,54,125,43,32,79,4,3,77,120,51,60,174,28,17,61,36,62,13,22,10,400,347
hsa-mir-145,3565,4508,1664,1225,2177,4503,5079,5327,623,2098,2716,966,1425,768,979,1642,2048,1566,1081,867,838,8470,4384,4709,3174,4835,937,3751,3390,9379,920,2350,1333,1305,2086,3256,6121,3696,3905,2800,742,2597,2991,2127,2817,1193,2818,1440,978,1616,2354,5502,719,1153,6050,3097,1955
hsa-mir-1468,8,6,8,4,4,10,37,3,9,2,2,5,6,3,1,6,9,12,2,0,8,20,1,16,78,5,7,6,4,17,2,29,4,7,5,41,18,6,13,21,15,10,7,2,6,25,8,5,8,4,5,27,2,2,6,7,2
hsa-mir-1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-146a,116,351,177,320,568,388,172,115,288,151,263,216,112,248,268,99,181,714,384,350,156,754,212,399,375,49,95,289,316,177,381,298,134,260,180,142,902,501,309,1300,81,113,244,272,124,313,533,198,241,317,186,138,54,53,169,546,589
hsa-mir-146b,1232,1013,2056,1281,856,1968,2498,432,862,598,1878,732,813,696,753,962,1483,1980,647,1300,971,4387,1009,2042,1723,766,707,2070,1884,1276,2169,1192,564,1594,1386,1215,2294,2653,929,3728,229,1269,1788,1530,1630,807,1992,1706,884,3442,993,947,300,671,437,3966,1619
hsa-mir-1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-147a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-147b,1,3,4,1,4,0,3,0,2,1,1,2,0,2,1,1,2,3,1,4,2,3,8,1,3,1,1,2,3,0,1,0,0,0,1,2,1,4,5,1,0,0,8,0,18,0,4,3,2,14,4,0,1,3,5,3,0
hsa-mir-148a,161090,96668,219904,118562,213466,211129,128053,68665,175220,120346,89303,129125,66119,292932,183290,130513,99191,90589,115717,69708,49177,197919,27859,120287,722547,53914,220588,121162,231460,251095,88104,408870,109229,133793,48646,73246,293312,325368,68238,226174,24058,61718,90399,181711,82191,75431,201259,62490,217400,239726,52735,208231,26207,58530,151649,205344,136135
hsa-mir-148b,975,428,1620,657,666,511,1074,146,1176,1303,438,222,627,487,370,551,588,235,299,269,552,671,161,567,1416,425,279,427,362,473,346,497,223,1473,163,512,691,509,303,630,140,181,245,828,595,342,874,805,2068,1076,247,934,94,429,940,654,380
hsa-mir-149,309,560,731,36,121,84,47,241,129,3496,124,1022,164,68,29,454,610,798,53,71,414,1435,227,516,92,468,467,110,256,218,549,48,28,1235,260,131,1472,225,240,117,1271,105,549,110,160,165,961,1136,693,46,657,888,39,222,1298,268,433
hsa-mir-150,210,3867,526,1499,936,3702,976,87,1675,333,852,4752,1012,1003,816,281,459,2211,1032,989,907,5838,1756,1350,1637,43,74,1771,3583,878,2339,1941,526,570,1230,398,15503,3614,1674,28278,85,90,2259,1190,363,709,2844,938,2505,541,1567,741,189,135,169,4558,2920
hsa-mir-151a,7343,7001,3126,1763,7814,19343,10072,3506,3515,5565,3114,6671,4486,1745,2533,3927,4302,2294,1666,377,6661,4970,3721,5478,7232,2067,5708,3312,7022,6234,1790,4129,1346,8157,2486,5690,3444,7467,5296,7590,3278,2853,4307,6710,4027,2621,5935,9154,12079,3319,2669,19200,2014,1821,3869,5948,5680
hsa-mir-151b,5,2,3,0,3,11,8,2,4,7,3,2,2,2,7,4,0,3,1,2,2,6,8,5,1,2,8,2,6,2,2,4,2,3,0,1,6,8,3,11,3,3,3,2,3,4,3,1,13,1,1,21,1,3,3,6,2
hsa-mir-152,857,594,879,372,345,810,2518,553,270,1248,406,298,265,166,418,656,413,77,43,432,154,426,112,665,1978,643,57,466,855,1582,462,510,446,928,491,1067,644,785,636,624,158,170,607,943,840,127,612,405,799,330,135,2031,229,468,664,613,562
hsa-mir-153-1,2,4,0,1,1,4,2,1,2,9,2,1,1,2,0,3,1,2,0,0,0,10,2,5,3,1,1,3,4,4,0,0,0,1,1,1,1,4,1,3,3,0,2,1,1,0,25,1,0,1,0,3,2,1,9,2,1
hsa-mir-153-2,35,38,47,32,12,140,92,64,41,173,20,26,41,183,34,43,22,30,9,110,56,178,27,69,41,21,8,56,246,145,35,22,19,14,19,36,150,77,42,225,17,12,54,29,50,20,725,52,53,51,10,107,4,12,29,56,23
hsa-mir-1537,3,0,1,0,1,0,1,0,2,0,4,1,0,1,0,0,0,0,2,0,0,1,0,4,1,0,2,0,2,2,1,0,0,1,0,2,3,2,2,0,2,1,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0
hsa-mir-1538,0,4,2,0,2,2,9,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,3,1,0,1,0,0,2,1,0,0,0,3,0,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,0,0,0,1,0
hsa-mir-1539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-154,19,14,8,3,8,16,48,15,9,25,18,29,15,2,16,6,4,13,0,4,6,17,11,28,22,26,6,14,17,57,9,20,5,15,15,11,32,259,11,30,1,10,17,3,15,11,27,19,19,8,17,59,6,9,19,13,16
hsa-mir-155,657,1582,687,870,588,1274,894,320,522,420,1804,1078,389,295,833,273,929,2998,715,1362,709,2608,527,3016,1451,163,601,1279,774,772,1501,1131,439,1035,300,682,2196,1305,1041,5496,263,489,903,1075,577,589,1757,972,898,2116,459,1052,128,185,514,2832,2031
hsa-mir-1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-15a,267,268,212,122,309,328,896,143,165,220,411,164,501,65,82,134,314,445,316,186,295,394,55,392,308,168,322,207,248,259,143,194,57,188,163,275,253,292,333,418,54,279,252,221,262,291,253,152,334,206,186,633,191,143,278,731,154
hsa-mir-15b,307,522,309,182,499,354,2652,322,469,240,739,475,267,108,135,200,291,1761,1389,213,1237,472,274,1386,370,156,863,381,247,470,121,230,127,481,123,470,445,465,542,367,146,435,429,504,244,322,481,386,569,257,256,576,111,159,1646,657,353
hsa-mir-16-1,461,768,1436,771,905,809,1213,545,1919,1302,1626,1185,601,798,498,881,1526,1064,878,539,1237,712,398,1098,2163,669,634,416,944,634,431,597,178,1000,261,619,799,733,644,1678,441,961,1100,1242,1446,652,1382,1169,2262,640,224,1519,405,369,664,1940,959
hsa-mir-16-2,421,775,1487,826,914,798,1270,510,1986,1264,1754,1173,670,852,525,838,1476,1097,918,584,1401,727,435,1088,2094,640,588,453,954,677,397,601,177,998,235,622,807,667,634,1620,400,910,1101,1341,1405,641,1350,1187,2193,604,244,1445,393,368,635,1975,970
hsa-mir-17,549,620,1671,416,2849,1317,5910,269,556,375,871,1201,965,188,284,600,537,1668,1218,497,3364,2992,397,2276,934,369,1496,1390,710,647,584,872,255,845,793,1275,784,1122,1113,1137,104,2669,560,992,650,1769,527,675,1508,801,1458,1827,161,768,563,2323,585
hsa-mir-181a-1,4122,2873,6189,625,2504,2878,16263,2507,994,2317,2184,1126,5059,473,2336,1579,815,1945,697,628,1791,1633,1474,1708,1933,1923,2168,1464,2819,2525,582,1813,1499,2300,1955,2214,2210,5373,3465,3385,411,793,977,810,1587,1619,2420,868,2899,1855,1980,2978,957,1115,3115,2534,1159
hsa-mir-181a-2,6292,3080,6048,1077,2767,6647,25660,2888,1349,2832,3857,1449,4513,975,2426,2357,1150,2208,752,688,2193,1983,3265,2739,2859,2253,2712,1998,4134,4845,824,2493,2180,2771,2463,3447,3143,8025,18070,4406,915,983,1544,2567,2856,3163,2353,1927,4332,2058,1909,5765,1169,1580,3527,2791,2428
hsa-mir-181b-1,793,681,1557,92,1205,967,2974,397,222,946,692,731,1019,85,939,465,169,459,155,117,485,373,227,352,387,293,887,295,553,533,96,333,276,1051,449,371,711,1406,1133,649,194,157,199,185,316,442,509,288,965,589,546,806,267,178,864,497,225
hsa-mir-181b-2,747,574,1287,75,975,769,2779,391,158,697,568,531,936,54,748,413,144,471,152,126,473,327,216,279,311,207,908,223,482,412,78,234,206,840,379,321,554,1285,1168,521,66,174,127,171,299,424,381,123,880,528,477,728,198,122,779,366,171
hsa-mir-181c,289,110,85,19,525,124,853,78,58,46,53,102,234,16,71,39,64,177,17,51,306,128,63,105,195,52,373,108,138,406,25,270,84,69,91,208,95,468,670,254,8,220,72,122,84,188,158,39,208,55,80,548,20,79,196,59,47
hsa-mir-181d,60,22,19,6,237,22,114,23,12,6,6,32,64,2,15,6,15,83,5,16,97,36,5,13,42,14,165,16,31,60,7,27,12,26,15,60,12,88,143,47,1,132,9,31,29,69,33,8,68,39,21,187,1,8,66,11,9
hsa-mir-182,283062,114714,47889,30904,121334,65314,149578,106057,58579,32698,182995,204222,144209,60725,46449,50473,44426,96151,80590,15951,87397,249107,52294,19718,73900,45077,292019,41843,253194,317002,19064,43947,30461,25546,62856,67283,112086,144672,198716,62229,17123,108212,78517,103476,38044,109244,196109,33085,171632,68663,41048,207896,60990,29658,52889,88178,63140
hsa-mir-1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-183,118951,58931,32117,17279,106284,58052,80991,40913,40419,26293,32220,103195,55648,20016,13970,35970,29299,36689,41067,4169,50431,147687,20125,7882,41267,19080,174643,25978,58941,117845,11222,28549,25103,18152,25518,43428,61069,108056,135006,46179,13590,51095,26834,54274,18830,47845,45447,38426,72552,41380,28565,80188,24309,14450,33526,26576,31375
hsa-mir-184,55,1317,145,41,1,8,544,857,0,188,5,74,32,514,653,137,10,3,0,73,25,18,332,2,23,1258,25,10,66,172,108,85,15631,214,39,10,78,13,40,3,8,1,64,10,8,16,533,124,1992,605,3,216,3,52,266,6,2709
hsa-mir-185,114,116,138,107,135,172,889,55,170,116,138,82,126,102,83,102,165,84,92,82,206,274,48,164,392,95,95,166,181,232,81,86,89,151,62,132,141,171,260,176,18,65,114,425,120,98,276,80,469,422,69,371,86,73,171,203,232
hsa-mir-186,798,537,472,425,530,967,1517,219,413,519,913,491,494,319,413,585,748,868,1054,449,654,1181,408,1789,1452,433,1233,687,702,982,469,601,283,486,303,626,904,923,747,1158,315,370,371,742,487,702,1348,685,1097,679,499,1287,140,512,814,1334,509
hsa-mir-187,216,17,3,201,3404,98,21,108,50,9,379,613,6,20,617,471,124,192,156,43,198,277,123,43,27,53,4833,7,375,246,74,9,45,68,84,62,1297,190,6,207,109,16,38,19,1889,9,95,38,9,2040,3,44,1,4,12,17,24
hsa-mir-188,3,17,8,3,31,7,6,0,1,8,11,29,4,4,0,11,5,3,6,2,5,13,1,14,10,0,5,7,13,11,2,13,0,3,3,4,12,19,10,18,0,3,5,5,2,7,13,7,4,2,1,10,1,3,6,7,2
hsa-mir-18a,7,21,21,7,70,40,36,5,3,19,44,56,11,1,5,9,15,36,53,14,84,128,2,31,8,5,63,25,6,27,10,14,7,19,18,25,18,28,35,35,3,129,24,37,16,28,14,12,56,12,15,50,2,7,15,30,19
hsa-mir-18b,3,3,1,0,3,6,0,1,0,2,3,12,0,0,0,2,0,2,3,1,2,1,4,4,1,0,5,1,2,2,1,0,2,0,1,1,2,5,0,2,0,0,1,2,0,2,1,0,3,0,0,4,0,1,0,5,0
hsa-mir-1908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-mir-1909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-mir-190a,23,11,4,8,6,10,20,1,3,5,11,3,3,2,4,6,8,1,1,1,2,17,1,10,15,5,4,4,5,10,2,4,3,5,7,10,9,2,4,8,2,3,6,12,6,3,10,3,11,14,2,13,1,7,13,7,5
hsa-mir-190b,21,29,66,0,4,11,12,36,73,4,4,9,68,4,5,49,46,2,8,72,82,4,17,52,6,15,32,2,21,10,1,14,5,70,32,45,9,17,38,5,9,11,8,3,5,5,21,43,469,18,1,166,5,38,123,73,1
hsa-mir-191,2855,4629,3201,1444,2198,2850,5921,3512,2891,3391,3599,5826,1229,3184,775,5354,1314,9100,9136,2755,2648,5142,2369,6209,2250,2805,8202,1382,1517,2079,1436,1483,789,3909,684,1702,4243,2776,2227,2033,711,2754,936,1050,1696,2357,3201,2595,1801,2464,2756,9401,416,1381,15702,9615,1223
hsa-mir-1910,0,1,4,0,1,0,3,1,1,0,0,3,0,0,1,1,2,1,0,0,1,0,0,1,0,0,6,0,1,2,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,1,2,4,3,0,1,3,0,0,2,0,0
hsa-mir-1911,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-mir-1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1914,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
hsa-mir-1915,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-192,2632,734,2213,937,1419,2368,3608,336,3518,2040,2228,1502,1221,1457,592,1332,987,1026,952,848,2999,3082,6227,432,3541,3116,2539,909,997,1629,665,1103,1140,1377,740,1067,3270,1254,1232,1580,1187,453,764,552,2603,2771,2731,3236,5879,2786,606,3509,1301,1357,740,2709,1204
hsa-mir-193a,1118,645,859,266,1344,1026,41692,545,715,1253,486,665,719,650,2066,408,1035,881,289,251,958,1428,2022,1589,1257,482,513,1018,2454,1426,207,1307,547,533,431,1397,2166,1608,1410,1099,110,375,700,810,934,596,1723,349,871,900,382,2362,1187,524,575,2285,505
hsa-mir-193b,287,476,505,119,643,292,1529,396,145,165,456,294,90,131,323,206,109,199,86,86,80,342,437,374,181,171,313,203,332,358,47,385,142,323,128,548,464,746,555,445,52,509,241,159,524,547,316,169,397,118,120,929,39,150,494,190,83
