accession_id,is_expressed,f3a7612e-35c3-43be-8f96-795874f8225c,3abbb570-87ad-44c5-b66d-141f63b0ca8b,dc300e50-f729-4d0e-8a33-606e95d91c95,a00a04b4-8de5-4f18-9dc2-531e21aa5167,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,557f6cb1-95e3-4c8c-b253-538a415b0d07,ed76d786-d744-4067-b288-5fe2dc06a310,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,37fb952c-2a89-4903-98b9-6f6d36743218,a576843f-a9f7-47cf-a52f-7f01066fa160,0f40e7fd-789f-49f7-a797-76bbe3c84f47,ddde9a13-c70c-464c-8066-65a88ab92dc7,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aef6b437-1da5-4f69-970b-977cdc9cd5c5,8ecef704-ed0f-4700-a34e-46a174033332,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,be8e6554-07ae-4ec2-8be0-8598556467c9,d7438c8a-6e39-4139-92e7-2aa05bae5d40,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,e83d4619-5e2b-4da7-8c05-93611ea76c85,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,f424bcaa-7212-4abc-8110-cff56b85c85a,e896f815-d8df-42cc-bdf6-04deb50f6c1a,85236a1e-2adb-459b-b868-b9486d9a285e,a4fc56a4-2493-451a-9b30-5aa38258bcce,6dc4e6bf-a8f6-4280-af19-5ed501969f01,7e975ee3-173d-4315-aacf-c201122d9868,52fed7ff-b663-4fc1-a294-57776659175a,d68e848a-5464-4471-88bd-3faf7e088d91,81ec1c9c-36c0-48e8-929a-8273d1d3febe,0f7a5400-3b1d-42d3-b47a-2979084bf616,8334ded1-3815-4766-8861-6fa8313fab6b,0895e2a3-5571-4ee2-b715-a424d0c9fec4,585f73db-7dc1-49d8-a601-f8d33b318a95,02fc7dd7-7e17-4930-8424-52173c33b29b,41cd380c-ab97-451e-80b7-3d9653a1e909,54fb48bb-ab47-4870-beb0-5713d15d8b58,415d3af2-fc41-43d5-b185-6a09946b9e84,265fa10b-9393-4c95-99a0-df47069deaac,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f,8f6d8863-21b1-4469-b233-21bb7c9b954c,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,86e3408b-76a3-4834-b85e-4d2a07677304,f4987886-cc3e-4423-84ae-84911abcd473,86b5eaae-717c-4806-be60-7ffcab935908,e351b00e-5462-4be5-a57c-162a9b7b996e,3be37b85-90eb-4f47-909a-8be730172d92,3d4b6861-2763-451d-ae0a-6a5adfc591ec,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,eaf6af76-2b28-4128-9371-a3d928d72370,d0982681-8799-412d-a868-81078e4a6560,a44df6fa-36a7-4500-90fd-d62baf48ef52,646eb67c-2e86-4f89-867f-78c31eff5fe0,91b36078-362b-4909-ac90-1b2d1ea4a545,aafbf8fb-290d-408e-b104-241b7d492895,ff79f645-81f1-4a3b-ae72-adc169f30143
MIMAT0002856,0,,,0.331533,,,,,,,,,,,,,0.643009,,,,,,,,,,,,,,0.664309,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0002878,0,,,0.331533,,,,,,,,0.847984,,,,,0.643009,,,,0.623254,,,,,,,,,,,,,0.370217,,,,0.180167,,,,,0.548729,,,,,,,,,,,,0.665986,,
MIMAT0003214,0,,,0.331533,,1.230827,0.3822,0.728612,,,0.292158,,,,,,1.286019,0.529463,0.86298,,,1.886123,1.285856,,,0.417411,,,,0.623441,,1.152171,1.268059,,,,,0.180167,,1.925279,,,,0.312442,0.612637,0.642015,0.664964,1.61161,0.805103,0.984113,,0.31406,0.682049,,,,
MIMAT0003235,0,,,0.663067,1.913082,1.230827,0.7644,,,0.699913,,2.543951,1.34059,0.818699,0.938906,,3.858057,2.117852,,0.918213,1.869762,1.5717690000000002,2.571712,,4.372717,0.417411,,0.620022,0.434542,,0.664309,,2.536118,,,0.737898,0.704648,1.081002,,1.443959,0.495211,0.510591,1.646186,,,,0.997446,4.297625,,1.968227,0.879253,,,,0.332993,,0.542901
MIMAT0003245,0,,,0.331533,0.956541,,,,0.596784,,1.022551,,,1.637398,0.938906,,,,,0.306071,,0.943061,,0.8589530000000001,,,,1.240044,,0.623441,,0.768114,1.268059,,1.26569,0.737898,,0.180167,,0.96264,0.495211,1.021182,,,,,1.329928,1.61161,,,0.879253,0.31406,,2.669056,0.332993,0.528144,0.542901
MIMAT0003250,0,,,0.331533,,,1.1465999999999998,0.728612,,,,,,,,,,0.529463,,,0.623254,,,,0.874543,0.417411,,0.620022,1.303625,,1.328618,,,0.740433,,,,1.081002,,,,0.510591,,,,,,,,,,,0.682049,,,,1.085802
MIMAT0003254,0,,,0.331533,0.956541,1.230827,,3.643061,0.298392,2.099739,0.584315,5.935886,0.670295,1.637398,,,0.643009,3.706241,,0.306071,,2.829185,0.642928,1.7179060000000002,2.62363,0.834822,,2.480088,0.434542,1.246882,0.664309,,1.268059,0.740433,1.26569,,,0.180167,0.746861,0.96264,,0.510591,1.097458,,0.612637,1.284031,0.332482,3.223219,0.402552,,,0.942181,,,0.998979,,
MIMAT0003313,0,,,0.331533,,,0.3822,,0.596784,0.699913,0.7303949999999999,3.391934,0.670295,,,,,,,0.612142,0.623254,2.200477,,0.286318,,0.417411,,0.620022,0.869084,1.246882,,,,0.370217,0.632845,,,,0.746861,,,0.510591,0.548729,0.312442,,0.321008,0.332482,0.537203,,,,,,1.77937,0.332993,,1.085802
MIMAT0004490,0,,,0.331533,,,,,,,,,,,,,,0.529463,,,,,0.642928,,,,,,,,,,,,,,,0.180167,,,,,,,,,,0.537203,,,,,0.682049,,0.332993,,
MIMAT0004492,0,,,0.331533,,,,,,,,,,,,,0.643009,,,,,,,,,,,,,,,,,,,,,,0.746861,,,,,,,,,,,,,,,,,,
MIMAT0004510,0,,,0.9946,,,,,0.596784,,,1.695967,,0.818699,,,1.286019,2.647315,,,,0.314354,,0.572636,,,,,,,,0.768114,,,,,1.409296,,,0.48132,,,,0.312442,,0.321008,0.332482,,0.402552,,,0.31406,,,0.998979,,
MIMAT0004548,0,,,0.331533,,,,,,,,,,,,,0.643009,,,,,,,,,,0.748733,,0.434542,0.623441,,0.384057,,,,,,,,,0.990422,,,,,,0.332482,,,0.984113,,,,,,,
MIMAT0004565,0,,,0.331533,,,,1.457225,0.298392,,0.438237,2.543951,,0.818699,0.938906,2.477568,,1.588389,2.58894,,,1.257415,0.642928,0.572636,,0.417411,,,2.172709,0.623441,0.664309,0.384057,,1.11065,,0.737898,,0.900835,,0.96264,,,1.097458,2.499539,,0.963024,1.66241,0.537203,0.402552,0.984113,0.879253,,,0.889685,,0.528144,0.542901
MIMAT0004612,0,,,0.331533,,1.230827,0.3822,2.185836,0.298392,,0.292158,0.847984,,,0.938906,,,1.058926,,,1.246508,0.314354,1.928784,,,,0.748733,0.620022,0.434542,,,0.768114,,,1.26569,,,,0.746861,0.96264,,,,0.312442,0.612637,,0.332482,0.537203,,,,,,,0.332993,0.528144,0.542901
MIMAT0004658,0,,,0.663066,,,,0.728612,,,0.438237,3.391935,,2.456097,,,,1.588389,,1.224285,3.739525,1.257416,,0.572635,2.62363,0.834822,,0.620022,1.738167,1.870324,1.328618,1.536228,6.340293,0.740434,1.898535,2.213695,0.704648,,,2.406599,1.980844,1.021182,1.097458,4.374194,,3.210076,0.997446,1.074406,1.207655,1.968226,0.879253,2.512484,0.682049,1.77937,,1.056288,0.542901
MIMAT0004677,0,,,1.326133,,,4.2042,,2.088744,4.199478,4.674522,1.695968,,1.637398,3.755625,6.606847,1.286018,2.117852,8.629795999999999,3.366783,,1.886122,3.21464,2.004224,0.874543,1.669644,,1.240044,2.60725,1.870324,1.328618,1.152171,2.536118,3.33195,1.26569,1.475796,0.704648,5.765344,,1.443959,17.332387,3.0635449999999995,1.646186,2.499539,2.450549,1.284032,2.327373,2.148812,,2.95234,7.913276999999999,1.2562410000000002,,,,3.69701,1.085802
MIMAT0004698,0,,,0.331533,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384057,,0.370217,,,,,,,,0.510591,1.097458,0.312442,,,,,0.402552,,,0.942181,,0.889685,,,
MIMAT0004793,0,,,0.331533,0.956541,2.461654,,0.728612,,,0.146079,0.847984,,0.818699,0.938906,,1.286018,,,0.306071,0.623254,,,0.286318,,,0.748733,1.240044,0.434542,0.623441,1.328618,1.152171,,0.370217,0.632845,,,0.180167,,0.48132,0.495211,,,0.312442,,0.321008,,2.148812,,,,0.62812,,1.779371,,0.528144,
MIMAT0004920,0,,,0.331533,,1.230827,,2.1858370000000003,0.895176,1.399826,0.584316,,0.670295,,,0.825856,,,,0.918213,1.869762,,,0.858953,,,,,0.434542,1.246882,0.664309,,,1.851084,,,0.704648,0.720668,,1.443959,0.495211,,0.548729,,0.612637,,0.332482,0.537203,,0.984113,0.879253,5.967148,2.046146,2.669056,,0.528144,
MIMAT0004925,0,,,0.331533,,,,,,,,,,,,,,,,,,0.628708,,,,,,,,,,,,,,,,,,,,,0.548729,,,,,,0.402552,,,,,,,,
MIMAT0004952,0,,,0.663066,,,0.3822,1.457225,,2.099739,0.146079,,0.670295,,0.938906,0.825856,,,,,,,1.285856,,,,,,,,1.328618,,,,,1.475797,,0.540501,,0.48132,,,,,,,,,,,,2.198422,1.364097,,,,
MIMAT0004953,0,,,0.331533,,,0.7644,,,,,,,,,,,0.529463,,,,0.628708,,,,,,,,,,,1.268059,,,,,,,,,,0.548729,,,,,,3.220414,,,,,,,,
MIMAT0004954,0,,,0.663066,,2.461654,0.7644,0.728612,0.298392,2.099739,0.730394,0.847984,1.34059,0.818699,1.877812,,,,,,1.246508,1.257415,1.285856,,,1.252233,,,1.303625,0.623441,0.664309,0.384057,1.268059,,,,,1.441336,,0.962639,0.495211,,2.194915,0.312442,1.225275,,0.332482,0.537203,,,0.879253,26.695139,2.046146,,,0.528144,1.085802
MIMAT0004977,0,,,0.331533,,,,1.457224,0.298392,0.699913,0.292158,,,,,,,,0.86298,3.366783,,,,,,,,,,,,0.384057,7.608352,,3.79707,0.737898,,0.180167,,0.48132,4.456899,1.021182,,,0.612637,,2.992336,,,8.857021,,4.0827860000000005,,0.889685,,,
MIMAT0005452,0,,,0.331533,,,,,0.298392,,0.146079,,6.702953000000001,0.818699,,,,0.529463,0.86298,0.306071,,2.514831,1.285856,,0.874543,,,,,1.246883,,1.536228,,1.11065,,11.068476,0.704648,,,1.443959,0.495211,5.105907,,,3.063187,,1.66241,,,1.968227,1.758506,10.363995,0.682049,,,2.640722,
MIMAT0005583,0,,,0.994599,,,1.1466,2.1858370000000003,0.298392,1.399826,0.8764730000000001,,2.010885,,0.938906,0.825856,,0.529463,1.72596,,,0.628708,1.285856,,,0.834822,,0.620022,1.303625,,,0.384057,2.536118,0.740433,,,,0.720668,0.746861,,1.485633,2.042363,0.548729,0.312442,0.612637,1.605038,0.664964,1.611609,2.817861,0.984113,,0.942181,,1.779371,,,0.542901
MIMAT0005798,0,,,0.331533,,,,,0.298392,0.699913,,0.847984,0.670295,,0.938906,0.825856,0.643009,,,,,,,,,,,,,0.623441,,0.768114,,,,,,0.900835,,0.48132,,,,,,,0.332482,,,,,1.5703,,,,,0.542901
MIMAT0005874,0,,,0.663067,,,,0.728612,1.193568,,0.292158,0.847984,0.670295,,0.938906,,1.286018,,,1.224284,2.493016,0.943061,1.285856,0.286318,,1.669644,,0.620022,0.434542,,1.328618,1.536228,1.268059,0.370217,1.26569,,,0.180167,0.746861,0.96264,1.485633,0.510591,,0.624884,0.612637,0.321008,0.997446,0.537203,0.402552,0.984113,,0.31406,,,0.998979,0.528144,1.085802
MIMAT0005875,0,,,0.663066,0.956541,,2.6754,,,1.399826,0.584316,,,,,0.825856,0.643009,,,0.612142,0.623254,0.943062,0.642928,0.286318,1.749086,,,,1.738168,0.623441,,0.768114,,0.370217,1.26569,0.737898,,1.081002,,,,1.021182,,0.937327,,0.642016,0.664964,1.074406,0.402552,,0.879253,,,0.889685,0.332993,0.528144,
MIMAT0005898,0,,,0.331533,,,,,,,,,,,,,,0.529463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31406,,0.889685,,,
MIMAT0005933,0,,,0.331533,0.956541,,2.6754,2.1858370000000003,1.193568,0.699913,0.438237,9.327821,,0.818699,,1.651712,,3.176778,0.86298,1.836426,1.869762,1.257416,0.642928,2.2905420000000003,9.619976,,2.994933,4.340154,2.172709,4.364089,1.328618,1.152171,2.536118,0.740433,1.26569,5.903187,1.409296,0.720668,1.493722,1.44396,1.485633,2.042363,1.097458,1.874653,1.837912,1.605038,2.659855,3.223218,1.610207,,1.758506,2.512483,,4.448426,1.664964,2.640722,1.6287029999999998
MIMAT0005942,0,,,0.663067,0.956541,,,0.728612,1.193568,,,,3.351476,,,,3.858057,,,,,1.5717690000000002,0.642928,0.286318,,0.417411,,,,,,0.768114,2.536118,1.480867,0.632845,,,0.540501,0.746861,0.962639,0.495211,,0.548729,0.624885,,0.321008,,,0.402552,0.984113,,1.256242,0.682049,,,1.056288,1.085802
MIMAT0011156,0,,,0.331533,1.913082,,,23.315594,0.596784,0.699913,,0.847984,,1.637398,12.205781,3.303424,1.929028,,0.86298,,,,3.21464,0.572635,,2.087055,,2.480088,1.303626,4.987531000000001,,4.992741,,,,,,2.702505,0.746861,,,,2.194915,0.312442,,0.642016,,2.148812,,,,,,0.889685,2.330949,,
MIMAT0011157,0,,,0.663066,0.956541,,,8.743347,0.298392,,,,0.670295,0.818699,6.572344,,1.286019,,,1.224284,,,2.571712,0.286318,,5.008932,,1.860066,3.910876,2.493765,,4.608684,,,,,,1.621503,0.746861,0.48132,0.990422,,1.097458,0.312442,0.612637,0.963024,,4.834829,,0.984113,0.879253,,1.364097,,0.998979,,
MIMAT0011158,0,,,0.331533,0.956541,1.230827,1.911,11.657796,,,2.921577,2.543951,,,2.816719,,1.286018,10.059797,,2.448569,,2.200477,0.642928,1.1452710000000002,3.498173,,0.748733,9.920352,1.303626,0.623441,3.985853,,11.412528,0.370217,1.26569,,,,,2.887918,,,,,,,2.992337,,,0.984113,,,2.046147,2.669056,,5.2814440000000005,0.542901
MIMAT0011161,0,,,0.663066,1.913082,,0.3822,0.728612,1.193568,,1.022552,0.847984,,0.818699,,,1.286018,,1.72596,2.142497,,0.943062,1.285856,0.572636,0.874543,,,0.620022,0.869084,,,0.768114,1.268059,1.480867,,0.737898,,,,,,,1.097458,0.312442,1.225275,0.321008,0.332482,1.074406,0.805104,,0.879253,0.942181,,0.889685,,,
MIMAT0015009,0,,,0.331533,,,,,0.298392,0.699913,0.438237,,0.670295,,2.816719,,,0.529463,,,,0.314354,0.642928,,,,,0.620022,,1.870324,0.664309,,,0.370217,1.26569,,,0.180167,,1.44396,,1.021181,2.194915,0.312442,,0.321008,0.997446,4.297626,0.805104,,0.879253,0.942181,,1.779371,0.665986,,0.542901
MIMAT0015035,0,,,0.331533,1.913083,,,1.457225,,1.399826,1.022552,0.847984,,,,4.129279,2.572037,1.058926,,,,3.457892,,,,0.834822,,,,,1.992927,2.304342,,,,,,0.180167,,,,,,0.624884,1.837912,1.284031,,,,,1.758506,,,,,0.528144,
MIMAT0015051,0,,,0.663066,,,0.3822,0.728612,0.298392,,0.146079,0.847984,0.670295,,,0.825856,,,,,1.246508,1.886123,,,1.749087,,,,,,,0.768114,1.268059,,1.26569,0.737898,,0.180167,,1.925279,0.495211,,,,,0.321008,0.997446,,0.805104,,,,,0.889685,0.998979,,
MIMAT0015070,0,,,0.331533,,,,1.457225,0.596784,,0.146079,,0.670295,0.818699,,,0.643009,,,0.612142,,,,,0.874543,0.417411,,,,,,0.384057,,,,,,,,,,1.021182,2.194915,,,,,,,,,,,,,,
MIMAT0015073,0,,,0.331533,,1.230827,1.1465999999999998,4.371674,0.596784,0.699913,0.146079,,0.670295,,,0.825856,,,,0.306071,,,0.642928,0.572635,,1.252233,,,0.434542,0.623441,,0.384057,,0.370217,1.26569,,,0.180167,0.746861,,1.980844,,,0.937327,,0.321008,,0.537203,0.402552,,,0.31406,3.410243,0.889685,,1.056288,0.542901
MIMAT0015075,0,,,0.331533,,1.230827,0.3822,,0.895176,1.399826,0.584316,,0.670295,,,,,0.529463,,,0.623254,,0.642928,0.858953,,0.417411,0.748733,,1.303625,,0.664309,,,1.480867,0.632845,0.737898,,1.261169,0.746861,0.96264,0.495211,0.510591,,0.624884,0.612637,,0.332482,1.074406,1.207656,,,0.31406,,,,0.528144,0.542901
MIMAT0015077,0,,,0.331533,,,0.3822,1.457224,,0.699913,0.292158,,,,1.877812,,,,,,0.623254,,,,,0.417411,,,0.434542,,,,,,,,,,,,,0.510591,,0.624885,,,,,0.402552,,,,,,,,
MIMAT0017981,0,,,0.331533,,,,,,,,,,,,0.825856,0.643009,,,0.306071,,,,,0.874543,,,,0.434542,,,,,,0.632845,,,0.180167,1.493722,,,,,0.312442,,0.321008,,,,,,,,,0.665986,,
MIMAT0017986,0,,,0.663066,10.521956,,,0.728612,,,0.438237,0.847984,,,0.938906,,38.580569,,,,,0.314354,,,0.874543,,1.497466,,,,,,3.804177,,1.26569,,2.818592,0.180167,3.734303,0.48132,,,,0.312442,,,,0.537203,0.402552,0.984113,,,0.682049,1.77937,,,
MIMAT0018074,0,,,0.331533,,,0.3822,0.728612,,,0.292158,,0.670295,,0.938906,,,0.529463,,,0.623254,0.314354,,,,,,,1.303626,,,0.768114,,,,,,,1.493722,,,,,0.312442,0.612637,,0.664964,,,,,,3.410243,,0.332993,,1.085802
MIMAT0018184,0,,,0.331533,,,0.3822,,0.298392,,0.146079,,0.670295,0.818699,,,0.643009,,,,,,,,,,,0.620022,0.434542,,,,,0.370217,,,,0.180167,,,,,,,,0.642016,0.664964,,0.402552,,,,,,,,
MIMAT0018356,0,,,0.331533,0.956541,1.230827,0.7644,,0.298392,1.399826,2.775497,2.543952,1.34059,1.637398,0.938906,,,,0.86298,0.306071,,0.628708,1.285856,0.286318,4.372716,1.669644,0.748733,,0.434542,0.623441,,0.384057,,0.740434,1.26569,0.737898,0.704648,0.360334,0.746861,0.48132,,0.510591,,1.562211,0.612637,0.963024,0.332482,1.611609,,0.984113,,1.5703010000000002,,,0.332993,2.640721,0.542901
MIMAT0018358,0,,,0.663066,,,,0.728612,,,0.292158,,,,,,0.643009,,,0.306071,,,,0.572635,,,,,,0.623441,,,,0.740433,,,,,,,,,,,,,,,,,,,,,0.332993,,
MIMAT0018926,0,,,0.331533,,,,,0.298392,,,0.847984,0.670295,,,,,0.529463,,0.612142,,0.628708,,0.572635,,0.417411,,0.620022,0.869084,,,0.768114,,,2.53138,,,,,1.925279,0.495211,0.510591,,0.624885,,,0.664964,,1.207656,,,,,1.77937,,0.528144,0.542901
MIMAT0019026,0,,,0.331533,0.956541,,,,,,0.146079,0.847984,,,,,,,0.86298,2.142497,1.246508,1.257416,0.642928,0.572636,,,,,,,,,1.268059,,0.632845,,0.704648,,,0.48132,0.990422,,,0.624884,,0.642016,,,,0.984113,0.879253,,,,,0.528144,
MIMAT0019058,0,,,0.663066,,1.230827,0.3822,0.728612,,,0.146079,,1.34059,,0.938906,,,0.529463,,2.142497,1.246508,0.628708,,0.572636,,0.834822,,3.10011,,,,1.536228,1.268059,1.480867,,,2.113944,,,0.48132,0.990422,,,,,,0.332482,1.611609,0.402552,,,0.62812,1.364098,,0.332993,0.528144,
MIMAT0019220,0,,,0.331533,,1.230827,,,,,0.292158,,0.670295,,,,0.643009,1.058926,,,,1.5717690000000002,,,,0.834822,0.748733,0.620022,0.434542,,,0.384057,,2.591517,,,,0.180167,,,,1.021181,0.548729,,0.612637,0.642015,0.997446,0.537203,1.207655,,,0.31406,,,,1.056289,
MIMAT0019741,0,,,0.331533,,,,,,,,0.847984,0.670295,,,,0.643009,,,,,,,,,0.417411,,,,,,,,,,,,,,,,,,,,,,,,,,,0.682049,,,1.584433,
MIMAT0019776,0,,,0.331533,,,0.7644,0.728612,0.895176,1.399826,0.584316,2.543952,,0.818699,0.938906,,3.215047,,0.86298,,1.246508,0.628708,5.143424,0.286318,0.874543,,,0.620022,3.4763330000000003,2.493765,,0.768114,,2.961733,,0.737898,,0.540501,,1.925279,2.971266,0.510591,,0.624884,,0.642015,0.997446,3.223219,0.402552,,0.879253,0.31406,1.364098,,0.332993,0.528144,
MIMAT0019858,0,,,0.663067,,,,,,,0.438237,,,,,,,,,,,,,,,,,,,,,1.920285,,,,,,,,,,,,,0.612637,,,,,,,,,,,,
MIMAT0019900,0,,,0.331533,0.956541,,0.3822,,0.596784,,0.876473,,,0.818699,,,,,,0.612142,1.246508,0.314354,1.285856,0.572636,,0.417411,2.994933,2.480088,,0.623441,1.328618,2.304342,1.268059,,,1.475797,,,2.987442,1.443959,1.980844,,,,,,0.997446,0.537203,,0.984113,0.879253,,,1.779371,,,0.542901
MIMAT0019944,0,,,0.663067,,,,0.728612,0.298392,,,,1.34059,,,,,,,,,,,,,,,,,,,,,0.370217,,,,,,,,,,,,0.642016,,,,,,,,,,,
MIMAT0019960,0,,,0.663066,,,,,,,0.438237,,,,,,0.643009,,,,,0.314354,0.642928,,,,,,0.434542,0.623441,,,,,,,,0.540501,0.746861,,,,,,,,0.332482,,,,,,,0.889685,0.332993,,
MIMAT0019978,0,,,0.331533,,,,,,,,,,,,,,,,,,,,,,0.417411,,,,,,,,,,,,0.360334,,,,,,,,,,,,,,,,,,,
MIMAT0019982,0,,,0.663067,0.956541,,,,0.298392,,0.292158,0.847984,0.670295,,,,,,,,,,,,,,,,,,0.664309,0.384057,,,1.26569,,,,0.746861,,,,,,,,0.332482,,,,,,,,0.998979,,
MIMAT0021082,0,,,0.331533,,,,,,,0.584316,,,,,,,,0.86298,,,,,0.286318,,,,,0.434542,,,0.384057,,,0.632845,,,0.180167,,,,,,0.624884,,,0.332482,1.074406,0.402552,,,,,,,,
MIMAT0021129,0,,,0.331533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0022275,0,,,0.331533,,,,,,,,,,,,,,,,,,,,,,0.417411,,,,,,,,,,,,,,,,0.510591,,,,,0.332482,,,,,,,,,,
MIMAT0022471,0,,,0.331533,,,,0.728612,0.298392,,,,,,,0.825856,,,0.86298,0.306071,0.623254,,0.642928,,,,0.748733,,0.434542,,0.664309,,,,0.632845,0.737898,0.704648,0.360334,,,,0.510591,,,,0.321008,,,,,,,,0.889685,0.665986,0.528144,
MIMAT0022487,0,,,0.663067,,,0.3822,,,2.099739,0.438237,,4.692066,,0.938906,16.517120000000002,,,,,,,,1.145271,,,,,0.434542,0.623441,,0.768114,5.072236,1.11065,,,,0.360334,22.40582,0.48132,1.980844,,,,,0.642016,,,0.402552,1.968226,2.637759,,,1.77937,0.665986,,
MIMAT0022706,0,,,0.331533,,,,,,,1.022551,,,,,0.825856,,0.529463,,0.612142,,2.200477,,,0.874543,,,0.620022,0.434542,,,,,,1.26569,,0.704648,0.540501,,,0.495211,,,0.312442,0.612637,,0.664964,0.537203,0.805103,1.968227,,,0.682049,,,,
MIMAT0022732,0,,,0.331533,,,0.3822,,,,,,2.681181,,,,,,,0.306071,,,,,0.874543,,,0.620022,,0.623441,,1.920285,,,,,,,,,0.495211,0.510591,0.548729,,0.612637,0.321008,,,,0.984113,,,,,,,
MIMAT0022861,0,,,0.663067,,,0.7644,2.185836,0.895176,,,0.847984,1.34059,,2.816719,0.825856,0.643009,2.647315,0.86298,0.612142,1.246508,0.314354,3.21464,0.572635,,0.417411,,,5.2145,,1.328618,,,1.851084,1.898535,,,1.081002,,0.48132,1.485633,2.042363,,,1.225275,,0.997446,1.611609,0.402552,,0.879253,2.826542,,0.889685,,0.528144,0.542901
MIMAT0022923,0,,,0.663067,,,0.7644,2.185836,0.895176,,,0.847984,1.34059,,2.816719,0.825856,0.643009,2.647315,0.86298,0.612142,1.246508,0.314354,3.21464,0.572635,,0.417411,,,4.345417,,1.328618,,,1.480867,1.898535,,,1.081002,,,0.990422,1.531772,,,1.225275,,0.664964,1.611609,0.402552,,0.879253,2.198422,,0.889685,,0.528144,0.542901
MIMAT0022924,0,,,0.331533,0.956541,,,,,,,,,0.818699,0.938906,0.825856,0.643009,0.529463,,,,0.314354,0.642928,,,0.834822,,,0.434542,,,,,,,,,0.360334,,0.48132,,,,0.624885,,,0.664964,,,1.968227,,2.512483,,,0.332993,,
MIMAT0022928,0,,,0.331533,,,,0.728612,0.298392,,,,,,,,,,,0.306071,,0.314354,,0.286318,,0.417411,,0.620022,1.303625,,0.664309,,1.268059,,0.632845,,,0.180167,,1.925279,1.980844,,,,,1.284031,,,0.402552,,,0.628121,,1.77937,0.332993,,0.542901
MIMAT0024598,0,,,0.331533,,,,,,0.699913,0.292158,,,,,,,,,,,0.314354,,,,,,,,0.623441,0.664309,,,,,,,0.180167,,0.48132,,0.510591,,0.312442,,,0.332482,0.537203,,,,,,,,,
MIMAT0025456,0,,,0.331533,,,0.3822,0.728612,,,,2.543951,,,,,,,,0.306071,,,,,,,,0.620022,,,,,,0.370217,,,,0.360334,,,,,,,0.612637,,,,,,,,,1.779371,,,
MIMAT0025468,0,,,0.331533,0.956541,1.230827,0.3822,1.457225,,,,,,,,,,,0.86298,,,,,,,,,,0.434542,,,0.384057,,0.370217,,,,0.180167,0.746861,,,,,,,0.321008,,,,0.984113,,,0.682049,,,,
MIMAT0026617,0,,,0.331533,,,,,,,,,0.670295,,,,,,,0.306071,,,,,,,,0.620022,,,0.664309,0.384057,,,,,,,,,0.495211,0.510591,0.548729,,,,1.329928,0.537203,,,,,,,,,0.542901
MIMAT0026623,0,,,0.663067,,,0.3822,,0.298392,,,,,0.818699,,,0.643009,0.529463,,0.918213,0.623254,,0.642928,,,0.417411,,0.620022,0.434542,0.623441,,1.152171,,,,,,,,0.48132,0.990422,,,,0.612637,0.321008,0.332482,0.537203,,,,,,,,,0.542901
MIMAT0026625,0,,,0.663066,1.913082,2.461654,0.3822,0.728612,,,0.292158,0.847984,0.670295,0.818699,,,,,,,0.623254,0.628708,6.42928,1.145271,,,,0.620022,0.869084,1.246882,1.328618,,,,1.26569,,,,,,0.990422,,4.938560000000001,0.312442,1.225274,0.321008,,,,,,0.31406,1.364098,0.889685,,0.528144,0.542901
MIMAT0026743,0,,,0.331533,,,1.1465999999999998,,0.298392,0.699913,0.584315,0.847984,,,,0.825856,,0.529463,,,,0.314354,,0.286318,,,,,,,,,,0.740434,0.632845,,,,,0.48132,,0.510591,,,,,,0.537203,1.207655,,,0.31406,,0.889685,0.665986,,
MIMAT0027032,0,,,0.663066,0.956541,1.230827,0.7644,2.1858370000000003,1.49196,,0.876473,5.087903,1.34059,1.637398,1.877813,3.303424,0.643009,0.529463,,2.44857,3.11627,1.257415,,2.576858,,0.417411,1.497466,,1.303625,1.246882,,0.384057,1.268059,0.740434,5.06276,0.737898,0.704648,0.720668,1.493722,3.850558,0.495211,4.084726,,3.4368670000000003,,1.605038,0.664964,0.537203,0.402552,,0.879253,2.826544,,0.889685,,0.528144,1.085802
MIMAT0027088,0,,,0.331533,,,,,,,0.292158,,0.670295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0027467,0,,,0.331533,0.956541,,,,1.49196,,,,0.670295,,0.938906,,,,,1.224284,0.623254,0.943062,,,,,,,,,,0.384057,,0.740433,0.632845,,,0.180167,1.493722,,,,,0.937327,,,,,2.817862,,,0.62812,,0.889685,,0.528144,
MIMAT0027475,0,,,0.331533,,,,,,,,,,,0.938906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
