miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-486-1	hg38:chr8:41660442-41660464:-	2	1.933279	N	mature,MIMAT0004762
hsa-mir-486-1	hg38:chr8:41660443-41660466:-	1	0.966639	N	mature,MIMAT0004762
hsa-mir-486-1	hg38:chr8:41660484-41660506:-	2	1.933279	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660485-41660506:-	2	1.933279	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660466:+	1	0.966639	N	mature,MIMAT0002177
hsa-mir-487a	hg38:chr14:101052458-101052480:+	2	1.933279	N	mature,MIMAT0026559
hsa-mir-489	hg38:chr7:93483947-93483969:-	1	0.966639	N	mature,MIMAT0002805
hsa-mir-491	hg38:chr9:20716120-20716142:+	4	3.866557	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716154-20716175:+	1	0.966639	N	mature,MIMAT0004765
hsa-mir-493	hg38:chr14:100869075-100869095:+	1	0.966639	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869096:+	4	3.866557	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869097:+	10	9.666393	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869115-100869137:+	1	0.966639	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869138:+	9	8.699754	N	mature,MIMAT0003161
hsa-mir-494	hg38:chr14:101029681-101029702:+	1	0.966639	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029703:+	1	0.966639	N	mature,MIMAT0002816
hsa-mir-495	hg38:chr14:101033804-101033826:+	4	3.866557	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033827:+	4	3.866557	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033827:+	1	0.966639	N	mature,MIMAT0002817
hsa-mir-497	hg38:chr17:7017978-7017998:-	1	0.966639	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017978-7017999:-	5	4.833197	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017978-7018000:-	30	28.999180	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017979-7018000:-	7	6.766475	N	mature,MIMAT0002820
hsa-mir-499b	hg38:chr20:34990443-34990464:-	1	0.966639	N	mature,MIMAT0019897
hsa-mir-5000	hg38:chr2:75090834-75090857:+	1	0.966639	N	mature,MIMAT0021019
hsa-mir-5000	hg38:chr2:75090873-75090894:+	2	1.933279	N	mature,MIMAT0021020
hsa-mir-5003	hg38:chr5:172662188-172662209:+	1	0.966639	N	mature,MIMAT0021025
hsa-mir-5003	hg38:chr5:172662222-172662243:+	1	0.966639	N	mature,MIMAT0021026
hsa-mir-5003	hg38:chr5:172662222-172662244:+	1	0.966639	N	mature,MIMAT0021026
hsa-mir-5008	hg38:chr1:227941600-227941622:-	1	0.966639	N	mature,MIMAT0021040
hsa-mir-5008	hg38:chr1:227941641-227941665:-	1	0.966639	N	mature,MIMAT0021039
hsa-mir-500a	hg38:chrX:50008443-50008464:+	2	1.933279	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008465:+	8	7.733115	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008466:+	24	23.199344	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008467:+	5	4.833197	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008468:+	3	2.899918	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008469:+	1	0.966639	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008470:+	2	1.933279	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008445-50008466:+	3	2.899918	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008445-50008470:+	1	0.966639	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008481-50008502:+	4	3.866557	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008503:+	1	0.966639	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008504:+	11	10.633033	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008505:+	8	7.733115	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008503:+	1	0.966639	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008504:+	126	121.796557	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008505:+	589	569.350573	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008507:+	1	0.966639	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008504:+	7	6.766475	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008505:+	39	37.698934	N	mature,MIMAT0002871
hsa-mir-500b	hg38:chrX:50010681-50010702:+	2	1.933279	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010703:+	8	7.733115	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010704:+	24	23.199344	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010705:+	5	4.833197	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010706:+	3	2.899918	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010707:+	1	0.966639	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010708:+	2	1.933279	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010683-50010704:+	3	2.899918	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010683-50010708:+	1	0.966639	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010719-50010740:+	1	0.966639	N	mature,MIMAT0027032
hsa-mir-500b	hg38:chrX:50010719-50010742:+	5	4.833197	N	mature,MIMAT0027032
hsa-mir-500b	hg38:chrX:50010720-50010742:+	3	2.899918	N	mature,MIMAT0027032
hsa-mir-501	hg38:chrX:50009735-50009756:+	1	0.966639	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009757:+	2	1.933279	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009758:+	4	3.866557	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009759:+	3	2.899918	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009736-50009759:+	2	1.933279	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009739-50009761:+	1	0.966639	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009772-50009792:+	2	1.933279	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009793:+	1	0.966639	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009794:+	6	5.799836	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009795:+	134	129.529672	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009796:+	2	1.933279	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009794:+	1	0.966639	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009795:+	8	7.733115	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009796:+	1	0.966639	N	mature,MIMAT0004774
hsa-mir-5010	hg38:chr17:42514267-42514289:+	1	0.966639	N	mature,MIMAT0021044
hsa-mir-502	hg38:chrX:50014611-50014632:+	2	1.933279	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014611-50014634:+	1	0.966639	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014611-50014635:+	1	0.966639	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014611-50014636:+	1	0.966639	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014612-50014633:+	2	1.933279	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014612-50014635:+	3	2.899918	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014612-50014636:+	4	3.866557	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014614-50014636:+	2	1.933279	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014649-50014670:+	4	3.866557	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014671:+	4	3.866557	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014672:+	6	5.799836	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014650-50014672:+	1	0.966639	N	mature,MIMAT0004775
hsa-mir-503	hg38:chrX:134546331-134546353:-	2	1.933279	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546331-134546354:-	3	2.899918	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546332-134546353:-	1	0.966639	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546332-134546354:-	1	0.966639	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546332-134546355:-	1	0.966639	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546370-134546394:-	1	0.966639	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546371-134546394:-	54	52.198525	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546372-134546394:-	10	9.666393	N	mature,MIMAT0002874
hsa-mir-504	hg38:chrX:138667723-138667745:-	1	0.966639	N	mature,MIMAT0026612
hsa-mir-504	hg38:chrX:138667757-138667781:-	2	1.933279	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667759-138667781:-	5	4.833197	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667760-138667781:-	15	14.499590	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667760-138667782:-	2	1.933279	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667761-138667781:-	4	3.866557	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667761-138667782:-	1	0.966639	N	mature,MIMAT0002875
hsa-mir-505	hg38:chrX:139924158-139924176:-	1	0.966639	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924180:-	8	7.733115	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924181:-	36	34.799016	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924182:-	75	72.497951	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924180:-	4	3.866557	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924181:-	18	17.399508	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924182:-	112	108.263606	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924181:-	15	14.499590	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924182:-	224	216.527213	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924161-139924182:-	75	72.497951	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924162-139924182:-	8	7.733115	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924194-139924218:-	5	4.833197	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924195-139924218:-	83	80.231065	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924196-139924218:-	8	7.733115	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924197-139924218:-	1	0.966639	N	mature,MIMAT0004776
hsa-mir-508	hg38:chrX:147236945-147236966:-	1	0.966639	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236945-147236968:-	5	4.833197	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236946-147236968:-	8	7.733115	N	mature,MIMAT0002880
hsa-mir-509-1	hg38:chrX:147260549-147260572:-	1	0.966639	N	mature,MIMAT0002881
hsa-mir-509-1	hg38:chrX:147260550-147260572:-	1	0.966639	N	mature,MIMAT0002881
hsa-mir-509-2	hg38:chrX:147258775-147258797:-	2	1.933279	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259661-147259684:-	1	0.966639	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259662-147259684:-	1	0.966639	N	mature,MIMAT0002881
hsa-mir-511	hg38:chr10:17845122-17845143:+	1	0.966639	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845122-17845144:+	3	2.899918	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845122-17845145:+	2	1.933279	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845160-17845180:+	1	0.966639	N	mature,MIMAT0026606
hsa-mir-512-1	hg38:chr19:53666729-53666749:+	1	0.966639	N	mature,MIMAT0002823
hsa-mir-512-1	hg38:chr19:53666729-53666751:+	3	2.899918	N	mature,MIMAT0002823
hsa-mir-512-1	hg38:chr19:53666730-53666751:+	1	0.966639	N	mature,MIMAT0002823
hsa-mir-512-2	hg38:chr19:53669213-53669235:+	4	3.866557	N	mature,MIMAT0002823
hsa-mir-514a-1	hg38:chrX:147279266-147279289:-	2	1.933279	N	mature,MIMAT0002883
hsa-mir-514a-2	hg38:chrX:147281957-147281978:-	2	1.933279	N	mature,MIMAT0002883
hsa-mir-514a-2	hg38:chrX:147281957-147281980:-	1	0.966639	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284655-147284678:-	1	0.966639	N	mature,MIMAT0002883
hsa-mir-516a-1	hg38:chr19:53756756-53756777:+	6	5.799836	N	mature,MIMAT0004770
hsa-mir-516a-1	hg38:chr19:53756756-53756778:+	88	85.064262	N	mature,MIMAT0004770
hsa-mir-516a-1	hg38:chr19:53756756-53756779:+	24	23.199344	N	mature,MIMAT0004770
hsa-mir-516a-1	hg38:chr19:53756756-53756780:+	2	1.933279	N	mature,MIMAT0004770
hsa-mir-516a-2	hg38:chr19:53761128-53761148:+	1	0.966639	N	precursor
hsa-mir-516a-2	hg38:chr19:53761148-53761169:+	6	5.799836	N	mature,MIMAT0004770
hsa-mir-516a-2	hg38:chr19:53761148-53761170:+	110	106.330328	N	mature,MIMAT0004770
hsa-mir-516a-2	hg38:chr19:53761148-53761171:+	31	29.965820	N	mature,MIMAT0004770
hsa-mir-516a-2	hg38:chr19:53761148-53761172:+	3	2.899918	N	mature,MIMAT0004770
hsa-mir-516a-2	hg38:chr19:53761150-53761172:+	1	0.966639	N	mature,MIMAT0004770
hsa-mir-517a	hg38:chr19:53712321-53712343:+	1	0.966639	Y	mature,MIMAT0002852
hsa-mir-517b	hg38:chr19:53721118-53721140:+	1	0.966639	Y	mature,MIMAT0002857
hsa-mir-517c	hg38:chr19:53741372-53741391:+	1	0.966639	Y	mature,MIMAT0002866
hsa-mir-5187	hg38:chr1:161227195-161227217:+	1	0.966639	N	mature,MIMAT0021117
hsa-mir-518a-1	hg38:chr19:53731019-53731040:+	6	5.799836	Y	mature,MIMAT0005457
hsa-mir-518a-1	hg38:chr19:53731019-53731041:+	1	0.966639	Y	mature,MIMAT0005457
hsa-mir-518a-1	hg38:chr19:53731019-53731042:+	1	0.966639	Y	mature,MIMAT0005457
hsa-mir-518a-2	hg38:chr19:53739348-53739368:+	1	0.966639	Y	mature,MIMAT0005457
hsa-mir-518a-2	hg38:chr19:53739348-53739369:+	8	7.733115	Y	mature,MIMAT0005457
hsa-mir-518a-2	hg38:chr19:53739348-53739370:+	4	3.866557	Y	mature,MIMAT0005457
hsa-mir-518b	hg38:chr19:53702787-53702809:+	2	1.933279	N	mature,MIMAT0002844
hsa-mir-518f	hg38:chr19:53700030-53700052:+	1	0.966639	N	mature,MIMAT0002841
hsa-mir-5193	hg38:chr3:49806164-49806184:-	1	0.966639	N	mature,MIMAT0021124
hsa-mir-5193	hg38:chr3:49806164-49806186:-	1	0.966639	N	mature,MIMAT0021124
hsa-mir-519a-1	hg38:chr19:53752410-53752430:+	3	2.899918	N	mature,MIMAT0005452
hsa-mir-519a-1	hg38:chr19:53752410-53752431:+	11	10.633033	N	mature,MIMAT0005452
hsa-mir-519a-1	hg38:chr19:53752410-53752432:+	142	137.262787	N	mature,MIMAT0005452
hsa-mir-519a-1	hg38:chr19:53752449-53752469:+	1	0.966639	N	mature,MIMAT0002869
hsa-mir-519a-1	hg38:chr19:53752449-53752470:+	7	6.766475	N	mature,MIMAT0002869
hsa-mir-519a-1	hg38:chr19:53752449-53752471:+	13	12.566311	N	mature,MIMAT0002869
hsa-mir-519a-1	hg38:chr19:53752450-53752470:+	1	0.966639	N	mature,MIMAT0002869
hsa-mir-519a-1	hg38:chr19:53752450-53752471:+	8	7.733115	N	mature,MIMAT0002869
hsa-mir-519a-1	hg38:chr19:53752451-53752471:+	5	4.833197	N	mature,MIMAT0002869
hsa-mir-519a-2	hg38:chr19:53762336-53762358:+	1	0.966639	Y	unannotated
hsa-mir-519a-2	hg38:chr19:53762337-53762358:+	2	1.933279	Y	unannotated
hsa-mir-519a-2	hg38:chr19:53762339-53762358:+	1	0.966639	Y	unannotated
hsa-mir-519a-2	hg38:chr19:53762358-53762380:+	3	2.899918	Y	unannotated
hsa-mir-519a-2	hg38:chr19:53762397-53762417:+	1	0.966639	N	mature,MIMAT0002869
hsa-mir-519a-2	hg38:chr19:53762397-53762418:+	2	1.933279	N	mature,MIMAT0002869
hsa-mir-519a-2	hg38:chr19:53762397-53762419:+	12	11.599672	N	mature,MIMAT0002869
hsa-mir-519a-2	hg38:chr19:53762398-53762418:+	1	0.966639	N	mature,MIMAT0002869
hsa-mir-519a-2	hg38:chr19:53762398-53762419:+	1	0.966639	N	mature,MIMAT0002869
hsa-mir-519a-2	hg38:chr19:53762399-53762419:+	11	10.633033	N	mature,MIMAT0002869
hsa-mir-519a-2	hg38:chr19:53762400-53762419:+	1	0.966639	Y	mature,MIMAT0002869
hsa-mir-520b	hg38:chr19:53701228-53701250:+	3	2.899918	Y	unannotated
hsa-mir-520f	hg38:chr19:53682212-53682234:+	1	0.966639	N	mature,MIMAT0002830
hsa-mir-521-1	hg38:chr19:53748650-53748673:+	1	0.966639	N	unannotated
hsa-mir-521-1	hg38:chr19:53748689-53748710:+	2	1.933279	N	mature,MIMAT0002854
hsa-mir-521-1	hg38:chr19:53748690-53748711:+	1	0.966639	N	mature,MIMAT0002854
hsa-mir-521-2	hg38:chr19:53716647-53716669:+	2	1.933279	N	mature,MIMAT0002854
hsa-mir-521-2	hg38:chr19:53716649-53716669:+	1	0.966639	N	mature,MIMAT0002854
hsa-mir-522	hg38:chr19:53751203-53751225:+	1	0.966639	Y	precursor
hsa-mir-522	hg38:chr19:53751204-53751225:+	2	1.933279	Y	precursor
hsa-mir-522	hg38:chr19:53751206-53751225:+	1	0.966639	Y	precursor
hsa-mir-522	hg38:chr19:53751264-53751284:+	2	1.933279	N	mature,MIMAT0002868
hsa-mir-522	hg38:chr19:53751264-53751285:+	45	43.498770	N	mature,MIMAT0002868
hsa-mir-522	hg38:chr19:53751264-53751286:+	25	24.165984	N	mature,MIMAT0002868
hsa-mir-522	hg38:chr19:53751265-53751285:+	2	1.933279	N	mature,MIMAT0002868
hsa-mir-522	hg38:chr19:53751265-53751286:+	2	1.933279	N	mature,MIMAT0002868
hsa-mir-522	hg38:chr19:53751266-53751286:+	5	4.833197	N	mature,MIMAT0002868
hsa-mir-526b	hg38:chr19:53694406-53694428:+	1	0.966639	N	mature,MIMAT0002835
hsa-mir-526b	hg38:chr19:53694406-53694429:+	1	0.966639	N	mature,MIMAT0002835
hsa-mir-527	hg38:chr19:53754031-53754051:+	1	0.966639	Y	mature,MIMAT0002862
hsa-mir-527	hg38:chr19:53754031-53754052:+	14	13.532951	Y	mature,MIMAT0002862
hsa-mir-527	hg38:chr19:53754031-53754053:+	5	4.833197	Y	mature,MIMAT0002862
hsa-mir-527	hg38:chr19:53754031-53754054:+	1	0.966639	Y	mature,MIMAT0002862
hsa-mir-527	hg38:chr19:53754070-53754091:+	1	0.966639	N	unannotated
hsa-mir-527	hg38:chr19:53754070-53754092:+	1	0.966639	N	unannotated
hsa-mir-532	hg38:chrX:50003167-50003187:+	1	0.966639	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003188:+	41	39.632213	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003189:+	1544	1492.491146	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003190:+	32	30.932459	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003191:+	6	5.799836	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003192:+	1	0.966639	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003168-50003189:+	15	14.499590	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003168-50003190:+	3	2.899918	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003204-50003225:+	8	7.733115	N	mature,MIMAT0004780
hsa-mir-532	hg38:chrX:50003204-50003226:+	33	31.899098	N	mature,MIMAT0004780
hsa-mir-532	hg38:chrX:50003204-50003227:+	1	0.966639	N	mature,MIMAT0004780
hsa-mir-532	hg38:chrX:50003205-50003225:+	1	0.966639	N	mature,MIMAT0004780
hsa-mir-532	hg38:chrX:50003205-50003226:+	2	1.933279	N	mature,MIMAT0004780
hsa-mir-539	hg38:chr14:101047329-101047350:+	1	0.966639	N	mature,MIMAT0003163
hsa-mir-539	hg38:chr14:101047329-101047351:+	11	10.633033	N	mature,MIMAT0003163
hsa-mir-539	hg38:chr14:101047329-101047352:+	4	3.866557	N	mature,MIMAT0003163
hsa-mir-539	hg38:chr14:101047369-101047390:+	1	0.966639	N	mature,MIMAT0022705
hsa-mir-542	hg38:chrX:134541363-134541386:-	32	30.932459	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541364-134541386:-	78	75.397869	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541364-134541387:-	4	3.866557	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541365-134541386:-	14	13.532951	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541365-134541387:-	11	10.633033	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541366-134541386:-	3	2.899918	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541366-134541387:-	9	8.699754	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541400-134541423:-	1	0.966639	N	mature,MIMAT0003340
hsa-mir-545	hg38:chrX:74287127-74287148:-	1	0.966639	N	mature,MIMAT0003165
hsa-mir-548aq	hg38:chr3:185767883-185767905:-	1	0.966639	N	mature,MIMAT0022263
hsa-mir-548b	hg38:chr6:119069062-119069084:-	2	1.933279	N	mature,MIMAT0003254
hsa-mir-548d-1	hg38:chr8:123348049-123348071:-	1	0.966639	N	mature,MIMAT0003323
hsa-mir-548d-2	hg38:chr17:67471504-67471526:-	1	0.966639	N	mature,MIMAT0003323
hsa-mir-548d-2	hg38:chr17:67471505-67471526:-	1	0.966639	N	mature,MIMAT0003323
hsa-mir-548e	hg38:chr10:110988978-110989000:+	1	0.966639	N	mature,MIMAT0005874
hsa-mir-548k	hg38:chr11:70283986-70284008:+	1	0.966639	N	mature,MIMAT0005882
hsa-mir-548s	hg38:chr2:11767495-11767517:+	1	0.966639	N	mature,MIMAT0014987
hsa-mir-548v	hg38:chr8:17681587-17681610:-	2	1.933279	N	mature,MIMAT0015020
hsa-mir-548v	hg38:chr8:17681587-17681611:-	1	0.966639	N	mature,MIMAT0015020
hsa-mir-548v	hg38:chr8:17681588-17681610:-	3	2.899918	N	mature,MIMAT0015020
hsa-mir-548v	hg38:chr8:17681588-17681611:-	1	0.966639	N	mature,MIMAT0015020
hsa-mir-549a	hg38:chr15:80842024-80842047:-	1	0.966639	N	unannotated
hsa-mir-550a-1	hg38:chr7:30289815-30289835:+	1	0.966639	N	mature,MIMAT0004800
hsa-mir-550a-1	hg38:chr7:30289854-30289876:+	2	1.933279	N	mature,MIMAT0003257
hsa-mir-550a-2	hg38:chr7:32733002-32733023:+	1	0.966639	N	mature,MIMAT0004800
hsa-mir-550a-2	hg38:chr7:32733002-32733024:+	1	0.966639	N	mature,MIMAT0004800
hsa-mir-550a-2	hg38:chr7:32733002-32733025:+	3	2.899918	N	mature,MIMAT0004800
hsa-mir-550a-2	hg38:chr7:32733041-32733063:+	1	0.966639	N	mature,MIMAT0003257
hsa-mir-550a-3	hg38:chr7:29680788-29680809:-	1	0.966639	N	mature,MIMAT0020925
hsa-mir-550b-1	hg38:chr7:30289856-30289877:-	1	0.966639	N	mature,MIMAT0022737
hsa-mir-551b	hg38:chr3:168551914-168551935:+	3	2.899918	N	mature,MIMAT0003233
hsa-mir-556	hg38:chr1:162342561-162342582:+	1	0.966639	N	mature,MIMAT0003220
hsa-mir-5571	hg38:chr22:22886293-22886314:+	1	0.966639	N	mature,MIMAT0022257
hsa-mir-5571	hg38:chr22:22886335-22886357:+	1	0.966639	N	mature,MIMAT0022258
hsa-mir-5582	hg38:chr11:46753126-46753148:-	1	0.966639	N	mature,MIMAT0022280
hsa-mir-5586	hg38:chr14:59647000-59647021:-	3	2.899918	N	mature,MIMAT0022287
hsa-mir-5586	hg38:chr14:59647000-59647022:-	10	9.666393	N	mature,MIMAT0022287
hsa-mir-559	hg38:chr2:47377731-47377753:+	1	0.966639	N	unannotated
hsa-mir-5680	hg38:chr8:102125479-102125501:+	1	0.966639	N	mature,MIMAT0022468
hsa-mir-5680	hg38:chr8:102125483-102125504:+	1	0.966639	N	mature,MIMAT0022468
hsa-mir-5683	hg38:chr6:6169343-6169365:+	4	3.866557	N	mature,MIMAT0022472
hsa-mir-5683	hg38:chr6:6169343-6169366:+	2	1.933279	N	mature,MIMAT0022472
hsa-mir-5683	hg38:chr6:6169343-6169367:+	1	0.966639	N	mature,MIMAT0022472
hsa-mir-5690	hg38:chr6:35664759-35664781:-	1	0.966639	N	mature,MIMAT0022482
hsa-mir-5695	hg38:chr19:12920372-12920395:+	1	0.966639	N	mature,MIMAT0022488
hsa-mir-5696	hg38:chr2:101309505-101309526:+	1	0.966639	N	unannotated
hsa-mir-5699	hg38:chr10:641748-641770:-	1	0.966639	N	mature,MIMAT0027103
hsa-mir-570	hg38:chr3:195699460-195699482:+	17	16.432869	N	mature,MIMAT0003235
hsa-mir-574	hg38:chr4:38868092-38868111:+	1	0.966639	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868092-38868112:+	4	3.866557	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868092-38868113:+	37	35.765656	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868092-38868114:+	447	432.087786	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868092-38868115:+	2	1.933279	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868093-38868113:+	1	0.966639	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868093-38868114:+	13	12.566311	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868093-38868115:+	2	1.933279	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868094-38868113:+	1	0.966639	N	mature,MIMAT0003239
hsa-mir-576	hg38:chr4:109488713-109488734:+	3	2.899918	N	mature,MIMAT0003241
hsa-mir-576	hg38:chr4:109488713-109488735:+	13	12.566311	N	mature,MIMAT0003241
hsa-mir-576	hg38:chr4:109488713-109488736:+	8	7.733115	N	mature,MIMAT0003241
hsa-mir-576	hg38:chr4:109488714-109488736:+	1	0.966639	N	mature,MIMAT0003241
hsa-mir-577	hg38:chr4:114656773-114656794:+	2	1.933279	N	mature,MIMAT0003242
