accession_id,is_expressed,6dc4e6bf-a8f6-4280-af19-5ed501969f01,86e3408b-76a3-4834-b85e-4d2a07677304,a44df6fa-36a7-4500-90fd-d62baf48ef52,3abbb570-87ad-44c5-b66d-141f63b0ca8b,a4fc56a4-2493-451a-9b30-5aa38258bcce,be8e6554-07ae-4ec2-8be0-8598556467c9,d68e848a-5464-4471-88bd-3faf7e088d91,f3a7612e-35c3-43be-8f96-795874f8225c,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,0f40e7fd-789f-49f7-a797-76bbe3c84f47,e83d4619-5e2b-4da7-8c05-93611ea76c85,f424bcaa-7212-4abc-8110-cff56b85c85a,86b5eaae-717c-4806-be60-7ffcab935908,265fa10b-9393-4c95-99a0-df47069deaac,ff79f645-81f1-4a3b-ae72-adc169f30143,ed76d786-d744-4067-b288-5fe2dc06a310,52fed7ff-b663-4fc1-a294-57776659175a,8f6d8863-21b1-4469-b233-21bb7c9b954c,41cd380c-ab97-451e-80b7-3d9653a1e909,e351b00e-5462-4be5-a57c-162a9b7b996e,ddde9a13-c70c-464c-8066-65a88ab92dc7,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,8ecef704-ed0f-4700-a34e-46a174033332,02fc7dd7-7e17-4930-8424-52173c33b29b,e896f815-d8df-42cc-bdf6-04deb50f6c1a,37fb952c-2a89-4903-98b9-6f6d36743218,85236a1e-2adb-459b-b868-b9486d9a285e,557f6cb1-95e3-4c8c-b253-538a415b0d07,d0982681-8799-412d-a868-81078e4a6560,0f7a5400-3b1d-42d3-b47a-2979084bf616,7e975ee3-173d-4315-aacf-c201122d9868,81ec1c9c-36c0-48e8-929a-8273d1d3febe,eaf6af76-2b28-4128-9371-a3d928d72370,8334ded1-3815-4766-8861-6fa8313fab6b,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,aef6b437-1da5-4f69-970b-977cdc9cd5c5,3be37b85-90eb-4f47-909a-8be730172d92,0895e2a3-5571-4ee2-b715-a424d0c9fec4,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,f4987886-cc3e-4423-84ae-84911abcd473,d7438c8a-6e39-4139-92e7-2aa05bae5d40,91b36078-362b-4909-ac90-1b2d1ea4a545,415d3af2-fc41-43d5-b185-6a09946b9e84,a00a04b4-8de5-4f18-9dc2-531e21aa5167,dc300e50-f729-4d0e-8a33-606e95d91c95,585f73db-7dc1-49d8-a601-f8d33b318a95,646eb67c-2e86-4f89-867f-78c31eff5fe0,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aafbf8fb-290d-408e-b104-241b7d492895,3d4b6861-2763-451d-ae0a-6a5adfc591ec,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,a576843f-a9f7-47cf-a52f-7f01066fa160,54fb48bb-ab47-4870-beb0-5713d15d8b58,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f
MIMAT0025462,0,1,2,0,1,0,1,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,2,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0
MIMAT0025463,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1
MIMAT0025464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025468,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
MIMAT0025470,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0025471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
MIMAT0025473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MIMAT0025474,0,3,4,0,1,1,4,0,1,2,1,1,0,2,4,0,1,1,0,1,5,1,0,0,3,5,0,3,2,0,1,3,3,0,0,1,7,3,1,2,1,4,0,0,2,0,0,1,0,2,0,1,3,7,11,5,3
MIMAT0025475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIMAT0025476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MIMAT0025477,1,1,2,0,2,1,0,6,1,0,0,2,2,2,1,11,2,4,1,0,4,2,0,3,2,15,2,5,3,8,2,1,6,34,1,1,5,2,0,3,4,0,3,2,2,2,1,1,1,43,10,2,29,3,7,57,2
MIMAT0025482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0025483,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIMAT0025484,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,3,1,1,0,0,0,0,1,1,0,0,5,2,0,0,0,0,0,2,0,0,1,0,1,0,0,3,0,1,0,1,0,0,0,1,0,4,0,0
MIMAT0025485,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,1
MIMAT0025486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIMAT0025841,0,0,0,1,0,0,0,1,2,0,0,0,11,7,2,0,2,0,0,5,4,1,2,0,4,6,0,0,1,0,2,0,1,7,0,3,0,1,0,0,0,6,0,1,0,1,2,0,1,3,2,1,0,2,1,9,0
MIMAT0025843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025845,0,0,0,1,1,4,0,1,1,2,0,2,3,1,2,1,2,7,0,0,3,0,7,2,0,1,0,0,2,4,1,0,0,0,1,1,0,3,3,1,1,1,0,3,1,0,0,1,0,0,0,0,2,4,7,7,1
MIMAT0025848,1,2,6,2,3,6,3,7,0,1,1,10,12,9,7,3,4,4,7,0,1,4,5,9,0,5,3,7,5,12,9,6,1,6,4,16,3,3,5,12,1,12,1,5,7,2,1,1,3,2,2,10,15,15,14,11,14
MIMAT0025849,0,0,6,1,2,2,1,1,0,0,2,1,0,9,2,2,2,0,3,0,0,4,0,6,2,3,3,3,2,1,3,0,1,0,2,3,1,0,2,4,2,3,1,1,1,0,2,0,1,1,2,0,2,0,1,1,1
MIMAT0025851,0,0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,1,1,2,2,0,0,0,1,1,1,0,0,0,0,2,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0
MIMAT0025852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIMAT0025855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
MIMAT0026472,1,6,56,52,88,27,24,52,39,51,15,24,43,63,145,79,17,265,52,70,257,156,35,59,31,108,35,30,43,106,45,24,37,67,47,7,145,33,27,63,47,23,133,23,34,16,17,76,30,18,52,31,17,117,147,65,63
MIMAT0026473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIMAT0026475,0,0,1,0,2,4,5,3,0,0,0,2,5,0,0,2,0,0,4,0,1,0,1,0,0,1,0,5,4,1,3,1,0,1,0,2,4,7,3,3,0,2,1,1,0,0,2,0,0,0,0,1,1,1,8,3,0
MIMAT0026476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026477,1,7,52,27,36,31,18,14,22,9,6,11,7,35,21,25,14,25,12,10,29,68,39,28,10,19,17,9,10,20,47,10,15,15,29,4,16,26,10,13,6,17,8,4,8,37,29,19,22,10,11,12,15,43,40,44,24
MIMAT0026478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIMAT0026479,0,1,1,3,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,2,1,2,0,0,1,0,0,1,0,1,0,3,0,0,0,0,1,0,0,5,0,1,0,0,2,7,6,1
MIMAT0026480,1,108,223,169,49,47,19,40,16,4,29,14,24,55,700,28,26,148,51,181,135,51,42,27,18,242,34,9,32,75,53,22,23,11,32,10,39,19,64,32,34,55,19,63,7,40,41,52,51,19,10,21,11,173,90,105,33
MIMAT0026481,0,0,4,2,9,4,4,5,4,0,2,2,5,3,2,0,4,4,6,2,5,1,1,2,0,11,3,0,7,31,1,0,3,3,3,1,5,5,7,2,0,1,2,2,2,1,0,2,1,1,3,1,1,3,11,20,0
MIMAT0026482,0,0,0,1,1,0,1,0,1,1,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,2
MIMAT0026483,1,0,10,5,10,8,3,13,3,3,0,1,6,5,7,5,10,13,12,3,19,5,13,9,2,22,9,1,11,187,9,2,6,11,2,1,8,10,5,13,1,2,5,3,0,4,1,11,1,6,7,3,3,7,35,37,7
MIMAT0026486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0026554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
MIMAT0026555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0026557,1,1,24,4,5,6,3,19,0,10,6,14,12,10,15,1,33,19,1,17,41,27,28,19,19,23,29,1,46,192,4,8,17,14,10,3,4,52,9,28,1,2,23,2,1,17,1,23,2,7,1,7,10,17,87,69,26
MIMAT0026558,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0
MIMAT0026559,0,0,4,1,1,1,1,0,0,0,0,1,1,1,2,0,3,5,3,0,3,1,1,5,2,4,3,0,5,25,0,0,2,1,1,1,1,3,1,2,3,1,2,1,1,1,2,3,2,1,1,0,1,1,4,6,3
MIMAT0026605,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026606,0,1,1,2,1,1,7,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0,2,0,0,1,4,0,0,1,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,2,5,0,0,1
MIMAT0026607,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0026608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MIMAT0026612,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,2,0,0,0,5
MIMAT0026614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026615,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,11,15,0,0,0,0,127,0,0,0,0,0,138,1,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,1,4,0
MIMAT0026616,0,0,1,1,2,1,1,1,1,0,0,0,0,1,4,3,2,1,2,0,2,1,0,1,0,1,0,0,1,1,3,1,1,3,3,0,8,1,8,2,1,4,1,0,1,0,0,1,1,7,0,2,0,4,5,0,2
MIMAT0026617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MIMAT0026618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MIMAT0026619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
MIMAT0026620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026623,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2
MIMAT0026625,0,0,1,2,0,0,0,2,0,2,1,1,10,1,0,1,1,2,0,0,0,1,0,0,0,4,0,0,1,1,0,1,2,0,0,9,0,0,0,0,0,0,2,0,0,0,2,2,2,1,1,1,0,2,2,0,2
MIMAT0026627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MIMAT0026636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026637,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026639,0,0,0,2,2,0,2,0,0,0,1,0,4,1,4,1,0,2,2,1,3,1,1,0,0,0,1,1,1,2,3,0,0,3,0,1,2,1,4,0,1,1,0,1,2,1,0,0,1,1,0,5,1,0,0,3,2
MIMAT0026641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIMAT0026718,0,0,1,3,1,1,2,0,1,0,1,0,10,1,0,0,0,0,2,1,2,0,1,4,0,2,0,1,4,2,0,1,1,3,0,0,1,1,3,1,0,3,1,1,3,4,0,0,0,0,3,2,2,0,8,4,2
MIMAT0026720,0,0,0,1,1,1,0,4,0,1,0,0,1,2,2,0,2,2,0,2,3,0,2,0,0,8,2,0,3,6,4,0,1,0,2,0,2,0,0,0,0,2,1,1,0,1,0,1,0,2,0,0,3,3,3,6,7
MIMAT0026734,0,0,9,0,1,0,6,0,1,1,1,0,0,3,3,3,2,2,1,2,2,1,1,0,2,2,1,0,2,0,0,0,1,1,0,0,3,0,8,2,0,1,0,0,1,0,0,4,1,0,2,0,0,3,4,0,3
MIMAT0026735,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MIMAT0026736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0026737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIMAT0026738,1,17,20,25,7,2,11,15,9,16,7,10,33,49,14,14,19,30,13,6,18,17,10,14,17,60,28,17,22,29,114,14,11,34,3,6,21,16,13,50,5,22,12,6,28,9,17,4,11,11,11,41,10,60,71,114,23
MIMAT0026739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,3,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0
MIMAT0026743,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,1,1,0,0,3,1,4,0,0
MIMAT0026744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIMAT0026749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026765,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,1,3,0,1,0,0,2,0,0,1,0,2,2,2,0,0,0,0,0,0,1,0,3,1,1,0,0,0,2,0,2,0,0,4,0,0,1,1,1,0,0
MIMAT0026916,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MIMAT0026917,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MIMAT0026921,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
MIMAT0027032,0,2,11,0,0,1,1,2,0,1,6,5,0,5,8,2,3,3,8,1,2,2,5,4,1,9,0,0,2,9,1,0,0,1,1,0,8,2,1,2,0,1,0,0,0,2,1,2,8,1,2,1,1,4,6,4,1
MIMAT0027036,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,1,0
MIMAT0027037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0027041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0027088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
MIMAT0027103,0,1,0,0,0,0,1,0,0,1,1,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,1,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,3,3,2,0
MIMAT0027345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0027353,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MIMAT0027354,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,1,0
MIMAT0027355,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
MIMAT0027356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0027357,0,0,0,1,0,2,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0
MIMAT0027359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MIMAT0027360,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0027361,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0
MIMAT0027362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
MIMAT0027363,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
MIMAT0027364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0027366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MIMAT0027368,0,0,3,2,0,0,1,1,0,0,1,1,0,0,1,3,1,1,0,0,1,2,3,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,1,1,0
MIMAT0027369,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
