accession_id,f3a7612e-35c3-43be-8f96-795874f8225c,3abbb570-87ad-44c5-b66d-141f63b0ca8b,dc300e50-f729-4d0e-8a33-606e95d91c95,a00a04b4-8de5-4f18-9dc2-531e21aa5167,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,557f6cb1-95e3-4c8c-b253-538a415b0d07,ed76d786-d744-4067-b288-5fe2dc06a310,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,37fb952c-2a89-4903-98b9-6f6d36743218,a576843f-a9f7-47cf-a52f-7f01066fa160,0f40e7fd-789f-49f7-a797-76bbe3c84f47,ddde9a13-c70c-464c-8066-65a88ab92dc7,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aef6b437-1da5-4f69-970b-977cdc9cd5c5,8ecef704-ed0f-4700-a34e-46a174033332,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,be8e6554-07ae-4ec2-8be0-8598556467c9,d7438c8a-6e39-4139-92e7-2aa05bae5d40,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,e83d4619-5e2b-4da7-8c05-93611ea76c85,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,f424bcaa-7212-4abc-8110-cff56b85c85a,e896f815-d8df-42cc-bdf6-04deb50f6c1a,85236a1e-2adb-459b-b868-b9486d9a285e,a4fc56a4-2493-451a-9b30-5aa38258bcce,6dc4e6bf-a8f6-4280-af19-5ed501969f01,7e975ee3-173d-4315-aacf-c201122d9868,52fed7ff-b663-4fc1-a294-57776659175a,d68e848a-5464-4471-88bd-3faf7e088d91,81ec1c9c-36c0-48e8-929a-8273d1d3febe,0f7a5400-3b1d-42d3-b47a-2979084bf616,8334ded1-3815-4766-8861-6fa8313fab6b,0895e2a3-5571-4ee2-b715-a424d0c9fec4,585f73db-7dc1-49d8-a601-f8d33b318a95,02fc7dd7-7e17-4930-8424-52173c33b29b,41cd380c-ab97-451e-80b7-3d9653a1e909,54fb48bb-ab47-4870-beb0-5713d15d8b58,415d3af2-fc41-43d5-b185-6a09946b9e84,265fa10b-9393-4c95-99a0-df47069deaac,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f,8f6d8863-21b1-4469-b233-21bb7c9b954c,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,86e3408b-76a3-4834-b85e-4d2a07677304,f4987886-cc3e-4423-84ae-84911abcd473,86b5eaae-717c-4806-be60-7ffcab935908,e351b00e-5462-4be5-a57c-162a9b7b996e,3be37b85-90eb-4f47-909a-8be730172d92,3d4b6861-2763-451d-ae0a-6a5adfc591ec,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,eaf6af76-2b28-4128-9371-a3d928d72370,d0982681-8799-412d-a868-81078e4a6560,a44df6fa-36a7-4500-90fd-d62baf48ef52,646eb67c-2e86-4f89-867f-78c31eff5fe0,91b36078-362b-4909-ac90-1b2d1ea4a545,aafbf8fb-290d-408e-b104-241b7d492895,ff79f645-81f1-4a3b-ae72-adc169f30143
MIMAT0022698,3,1,4,2,5,2,2,7,2,3,0,9,1,1,0,1,6,1,5,3,10,2,10,0,0,0,6,2,1,2,20,4,0,0,0,4,6,9,7,5,2,1,8,0,7,15,2,10,0,6,3,1,1,1,0,5
MIMAT0022700,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,2,1
MIMAT0022702,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0022705,1,1,3,0,0,1,2,1,1,4,1,2,0,1,0,0,2,0,1,0,0,1,1,0,0,0,1,0,2,1,0,0,1,0,1,0,1,0,3,0,1,1,0,1,0,1,0,2,0,2,16,1,2,0,2,0
MIMAT0022706,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,2,0,7,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,3,0,0,1,0,0,1,1,0,2,1,2,2,0,0,1,0,0,0,0
MIMAT0022707,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0022708,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,1,0,0,0
MIMAT0022709,2,0,0,3,0,0,0,2,0,3,2,0,0,1,0,3,3,0,1,2,5,0,0,0,0,0,0,1,0,0,2,1,4,1,2,0,4,0,2,1,0,2,0,0,0,0,1,0,0,0,2,0,2,1,0,1
MIMAT0022710,0,3,3,7,0,7,5,6,4,14,1,4,2,1,2,3,4,4,7,1,3,4,8,1,3,2,1,10,4,4,8,2,6,3,1,7,8,4,3,4,3,2,14,2,6,6,7,6,1,3,11,2,3,5,6,5
MIMAT0022711,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,1,1,1,0,2,2,0,0,0,4,0,0,0,2,0
MIMAT0022713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
MIMAT0022714,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1
MIMAT0022717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
MIMAT0022720,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
MIMAT0022721,20,63,316,8,54,8,57,38,19,40,14,89,23,5,32,4,374,18,25,17,46,12,62,0,11,6,18,125,6,23,9,15,600,2,2,10,43,1,70,38,29,4,41,6,128,90,17,3,8,6,73,3,96,0,11,13
MIMAT0022726,6,28,7,19,7,25,28,18,11,50,10,11,9,4,7,102,17,14,29,11,36,116,32,38,6,7,18,34,15,14,43,13,25,37,23,3,62,11,21,19,22,6,21,10,41,39,56,33,3,17,26,11,6,61,31,12
MIMAT0022727,113,576,155,1546,81,1268,2040,611,1159,3178,190,453,348,345,167,742,567,22,1154,993,773,783,1333,95,1138,136,485,598,594,162,1878,578,1837,377,376,785,2474,893,860,822,401,95,1100,267,1178,886,1960,2018,106,247,1168,881,413,268,418,774
MIMAT0022732,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
MIMAT0022735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0022736,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MIMAT0022737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MIMAT0022833,0,3,3,3,1,3,2,1,2,36,7,1,3,4,14,7,1,1,0,7,1,3,3,2,8,0,2,7,4,1,2,1,6,14,2,1,7,1,7,1,4,5,5,0,6,5,4,2,0,1,6,3,0,1,4,6
MIMAT0022834,37,109,81,71,92,277,138,179,239,1374,184,182,98,92,613,100,152,328,155,198,183,542,107,67,144,81,176,237,104,117,260,57,262,133,94,43,372,89,256,244,145,151,175,57,152,235,404,249,39,96,193,141,283,177,290,179
MIMAT0022838,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
MIMAT0022839,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
MIMAT0022842,0,1,3,0,1,5,7,2,0,19,1,4,1,2,1,2,2,1,5,5,7,3,2,3,5,0,7,9,5,2,2,7,7,5,4,2,4,7,2,6,4,6,7,2,5,10,15,12,4,2,13,2,2,5,1,10
MIMAT0022844,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0022861,0,0,2,0,0,2,3,3,0,0,1,2,0,3,1,1,5,1,2,2,1,5,2,0,1,0,0,12,0,2,0,0,5,3,0,0,6,0,1,3,4,0,0,2,0,3,3,1,0,1,9,0,1,0,1,1
MIMAT0022862,0,1,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,2,0,2,0,2,0,0,0,2,0,1,0,0,1,3,0,1,0,0,4,0,2,0,0,1,1,1,0,2,5,0,1,0,0,3,0,2,0,0
MIMAT0022923,0,0,2,0,0,2,3,3,0,0,1,2,0,3,1,1,5,1,2,2,1,5,2,0,1,0,0,10,0,2,0,0,4,3,0,0,6,0,0,2,3,0,0,2,0,2,3,1,0,1,7,0,1,0,1,1
MIMAT0022924,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,0,2,0,8,0,0,1,0,0
MIMAT0022925,0,11,9,2,1,3,7,8,4,7,6,27,4,3,13,5,6,1,17,23,3,4,11,1,11,6,5,14,6,6,15,3,3,9,1,8,8,1,5,6,15,0,41,8,11,8,8,1,3,3,3,12,4,6,5,8
MIMAT0022928,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,3,0,1,0,1,0,1,0,0,1,0,4,4,0,0,0,0,4,0,0,1,0,0,2,0,2,1,0,1
MIMAT0022929,4,23,23,3,9,25,23,17,19,57,9,11,18,25,18,5,17,18,13,8,15,9,28,0,6,2,6,20,10,24,7,5,15,6,13,1,67,3,18,12,15,4,27,16,11,31,17,10,4,11,188,6,10,3,10,10
MIMAT0022938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
MIMAT0022939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MIMAT0022942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0022945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIMAT0022948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
MIMAT0022966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
MIMAT0022967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIMAT0022975,0,1,4,1,2,5,0,2,0,20,0,0,3,1,1,5,9,1,4,1,14,1,7,1,5,4,3,8,9,3,7,1,2,4,0,3,7,2,7,7,2,0,9,2,4,4,8,0,2,2,11,0,1,3,4,1
MIMAT0022978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0022979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIMAT0022984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0023712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0024598,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MIMAT0025450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIMAT0025453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
MIMAT0025456,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
MIMAT0025458,0,1,0,1,0,0,1,0,2,1,0,0,0,0,4,1,0,2,3,0,1,0,1,1,5,2,0,2,0,2,1,1,0,0,1,2,3,1,0,2,0,0,6,2,1,14,0,9,0,1,1,1,0,0,0,3
MIMAT0025459,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3
MIMAT0025460,0,1,2,1,1,0,0,0,0,0,2,1,0,3,0,1,1,1,0,1,1,1,3,1,0,0,0,4,0,0,0,1,0,1,0,1,4,0,0,0,1,0,3,0,0,2,0,5,0,0,1,2,1,0,0,0
MIMAT0025461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIMAT0025462,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
MIMAT0025463,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
MIMAT0025464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0025467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025468,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
MIMAT0025470,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,5
MIMAT0025471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025472,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
MIMAT0025473,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MIMAT0025474,1,1,1,0,2,2,1,0,0,11,1,1,0,3,0,4,4,0,7,1,7,0,5,3,1,3,3,1,0,3,1,0,2,0,3,1,5,0,4,3,0,1,4,0,2,5,1,3,1,0,0,0,2,2,1,0
MIMAT0025475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIMAT0025477,1,2,1,1,0,3,2,0,2,7,0,2,10,2,3,0,0,2,5,2,3,2,15,5,1,1,1,4,6,6,2,1,3,1,2,0,57,2,1,2,1,1,2,3,2,4,0,29,4,34,8,0,43,2,2,11
MIMAT0025482,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIMAT0025483,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0
MIMAT0025484,0,0,0,1,1,0,0,0,1,4,1,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,0,5,0,0,3,0,0
MIMAT0025485,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
MIMAT0025486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
MIMAT0025487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIMAT0025841,2,0,0,2,0,1,2,2,0,1,0,1,2,1,0,6,0,1,0,0,2,11,6,0,0,0,0,0,1,1,2,0,0,1,4,5,9,1,2,0,0,3,0,0,7,4,0,0,0,7,0,1,3,0,1,0
MIMAT0025843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0025845,1,1,1,0,2,2,2,7,0,7,0,0,0,3,2,1,0,3,0,2,4,3,1,0,4,0,0,7,1,0,1,1,1,0,0,0,7,0,2,1,0,1,0,0,1,3,3,2,1,0,4,1,0,1,0,1
MIMAT0025848,0,3,1,1,1,5,4,5,3,14,1,4,2,3,9,12,3,5,3,10,15,12,5,7,6,2,6,4,7,1,9,4,12,3,0,0,11,2,7,14,7,16,6,1,9,1,5,15,1,6,12,2,2,7,10,3
MIMAT0025849,0,2,0,2,0,2,2,0,3,1,2,4,2,0,6,3,1,1,1,1,0,0,3,3,2,0,0,0,1,1,3,2,4,1,2,0,1,0,2,1,3,3,6,1,9,0,2,2,2,0,1,1,1,1,0,2
MIMAT0025851,0,3,0,0,1,0,0,1,0,3,0,0,1,1,1,2,2,0,2,0,0,0,2,0,0,0,1,2,0,0,1,0,1,0,2,1,2,0,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0
MIMAT0025852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0025855,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MIMAT0026472,39,88,76,17,51,43,17,35,35,147,15,156,52,33,59,23,24,23,145,24,117,43,108,30,27,6,24,265,52,37,45,47,63,30,31,70,65,16,145,63,52,7,56,133,63,257,27,17,47,67,106,52,18,34,31,79
MIMAT0026473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026475,0,2,0,2,0,4,0,1,0,8,0,0,0,7,0,2,5,1,4,2,1,5,1,5,4,0,1,0,3,0,3,0,3,0,0,0,3,0,0,0,4,2,1,1,0,1,3,1,0,1,1,0,0,0,1,2
MIMAT0026476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026477,22,36,19,29,9,10,14,39,17,40,6,68,11,26,28,17,18,4,16,11,43,7,19,9,31,7,10,25,14,15,47,29,13,22,10,10,44,37,21,24,12,4,52,8,35,29,10,15,6,15,20,27,10,8,12,25
MIMAT0026478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026479,1,1,0,0,0,2,1,0,0,7,0,1,1,0,0,0,0,0,1,1,2,0,1,0,0,1,0,1,1,0,2,0,0,5,1,1,6,1,0,1,1,0,1,0,0,0,1,0,3,1,1,3,0,0,0,1
MIMAT0026480,16,49,52,41,4,32,26,42,34,90,29,51,10,19,27,55,19,63,39,14,173,24,242,9,47,108,22,148,40,23,53,32,32,51,18,181,105,40,700,33,51,10,223,19,55,135,64,11,34,11,75,169,19,7,21,28
MIMAT0026481,4,9,2,0,0,7,4,1,3,11,2,1,3,5,2,1,4,2,5,2,3,5,11,0,4,0,0,4,5,3,1,3,2,1,0,2,20,1,2,0,6,1,4,2,3,5,7,1,0,3,31,2,1,2,1,0
MIMAT0026482,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
MIMAT0026483,3,10,11,1,3,11,10,13,9,35,0,5,7,10,9,2,3,3,8,1,7,6,22,1,8,0,2,13,13,6,9,2,13,1,2,3,37,4,7,7,12,1,10,5,5,19,5,3,1,11,187,5,6,0,3,5
MIMAT0026486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0026554,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
MIMAT0026555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
MIMAT0026557,0,5,23,1,10,46,33,28,29,87,6,27,1,52,19,2,3,2,4,14,17,12,23,1,6,1,8,19,19,17,4,10,28,2,19,17,69,17,15,26,1,3,24,23,10,41,9,10,1,14,192,4,7,1,7,1
MIMAT0026558,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0
MIMAT0026559,0,1,3,2,0,5,3,1,3,4,0,1,1,3,5,1,1,1,1,1,1,1,4,0,1,0,0,5,0,2,0,1,2,2,2,0,6,1,2,3,3,1,4,2,1,3,1,1,3,1,25,1,1,1,0,0
MIMAT0026605,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0
MIMAT0026606,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,7,0,1,0,5,0,2,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,4,1,1,3,1,0,1,0,0,2,0,0,4,2,1,0,0,1
MIMAT0026607,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,0,0,0,0,0
MIMAT0026608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
